Security_1,Security_2,Last_Spread,Z_Score,Max,Min,Last_vs_Max,Last_vs_Min,Percentile,XCCY,Custom_Sector_1,Custom_Sector_2,Rating_1,Rating_2,Currency_1,Currency_2,Ticker_1,Ticker_2,CPN_TYPE_1,CPN_TYPE_2,Yrs_Mat_Bucket_1,Yrs_Mat_Bucket_2,Yrs_Since_Issue_Bucket_1,Yrs_Since_Issue_Bucket_2,Own?,Best Bid_runs1,Best Offer_runs1,Bid/Offer_runs1,Dealer @ Best Bid_runs1,Dealer @ Best Offer_runs1,Size @ Best Bid_runs1,Size @ Best Offer_runs1,G Spread_runs1,Keyword_runs1,Best Bid_runs2,Best Offer_runs2,Bid/Offer_runs2,Dealer @ Best Bid_runs2,Dealer @ Best Offer_runs2,Size @ Best Bid_runs2,Size @ Best Offer_runs2,G Spread_runs2,Keyword_runs2
ALTALK 1.509 09/11/30,BAC 2.598 04/04/29,-23.4117,-1.6994,-6.3214,-26.7166,-17.0903,3.3049,6.5476,-20.8869,Utility,Financial Maples,A-,A,CAD,CAD,ALTALK,BAC,FIXED,VARIABLE,5.1-7.1,3.1-4.1,3-5,3-5,0,36.0000,26.0000,10.0000,RBC,RBC,3000000.0000,3000000.0000,33.0600,,54.0000,48.0000,6.0000,TD,TD,3000000.0000,3000000.0000,71.9600,
CCOCN 2.95 10/21/27,CM 1.96 04/21/31,25.4131,1.6891,29.7163,4.3767,-4.3031,21.0365,95.0397,24.2150,Other,NVCC Sub Debt,BBB-,BBB+,CAD,CAD,CCOCN,CM,FIXED,VARIABLE,2.1-3.1,5.1-7.1,3-5,3-5,0,63.0000,53.0000,10.0000,NBF,NBF,5000000.0000,2000000.0000,58.1200,AXE,32.0000,31.0000,1.0000,CIBC,NBF,20000000.0000,5000000.0000,31.5800,
CCDJ 1.992 05/28/31,CNQCN 2 1/2 01/17/28,-30.6782,-1.6719,1.0345,-30.6782,-31.7127,0.0000,0.5952,-28.3728,Non Major Sub Debt,Oil & Gas,A-,BBB,CAD,CAD,CCDJ,CNQCN,VARIABLE,FIXED,5.1-7.1,2.1-3.1,3-5,3-5,0,38.0000,28.0000,10.0000,NBF,NBF,25000000.0000,5000000.0000,37.0200,AXE,65.0000,60.0000,5.0000,CIBC,SCM,3000000.0000,3000000.0000,66.8300,
BAC 1.978 09/15/27,BCECN 2.2 05/29/28,9.0258,1.6714,19.8060,-11.8440,-10.7802,20.8698,98.6111,2.3412,Financial Maples,Cable/Telco,A,BBB,CAD,CAD,BAC,BCECN,VARIABLE,FIXED,2.1-3.1,2.1-3.1,3-5,3-5,0,53.0000,48.0000,5.0000,TD,TD,5000000.0000,5000000.0000,55.3500,,51.0000,,,CIBC,,3000000.0000,,49.0000,
ATDBCN 3.439 05/13/41,BAC 1.658 03/11/27,94.6584,1.6637,106.6861,29.5368,-12.0277,65.1216,94.6429,118.2393,Non Financial Maples,Financial Maples,BBB+,A,USD,USD,ATDBCN,BAC,FIXED,VARIABLE,10.1-25.1,1-2.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
BAMREP 3.33 08/13/50,BCIMCR 1.747 07/24/30,96.4737,-1.6379,108.5590,93.6314,-12.0853,2.8424,6.9444,96.6889,Power Gen/Renewable,Pension,BBB+,NR,CAD,CAD,BAMREP,BCIMCR,FIXED,FIXED,>25.1,4.1-5.1,3-5,3-5,0,160.0000,,,NBF,,5000000.0000,,160.0000,,66.0000,,,NBF,,5000000.0000,,66.0000,
BNS 2.15 08/01/31,CRRUCN 2.686 03/31/28,-36.0721,-1.6215,-19.5197,-41.9478,-16.5525,5.8756,8.9286,-29.9232,Bail In,REIT,A,NR,USD,CAD,BNS,CRRUCN,FIXED,FIXED,5.1-7.1,2.1-3.1,3-5,3-5,0,,,,,,,,,,95.0000,,,SCM,,3000000.0000,,97.0000,
ARXCN 3.465 03/10/31,CM 1.96 04/21/31,78.7098,1.6203,81.0013,54.2001,-2.2914,24.5097,95.8333,75.8386,Oil & Gas,NVCC Sub Debt,NR,BBB+,CAD,CAD,ARXCN,CM,FIXED,VARIABLE,5.1-7.1,5.1-7.1,3-5,3-5,0,112.0000,106.0000,6.0000,RBC,CIBC,5000000.0000,2950000.0000,110.0000,,32.0000,31.0000,1.0000,CIBC,NBF,20000000.0000,5000000.0000,31.5800,
ATDBCN 3 5/8 05/13/51,CIXCN 4.1 06/15/51,-23.6864,1.6188,-22.0813,-84.1987,-1.6050,60.5123,96.4286,-24.0664,Non Financial Maples,Asset Manager,BBB+,NR,USD,USD,ATDBCN,CIXCN,FIXED,FIXED,>25.1,>25.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
AQNCN 2.85 07/15/31,BAC Float 09/15/27,-89.6547,1.6026,-86.4924,-259.5569,-3.1623,169.9022,97.8175,0.0000,Power Gen/Renewable,Financial FRN,NR,A,CAD,CAD,AQNCN,BAC,FIXED,FLOATING,5.1-7.1,2.1-3.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
ATDBCN 3 5/8 05/13/51,BMO 0.949 01/22/27,87.9927,1.5957,98.9842,42.3454,-10.9915,45.6473,93.8492,91.3063,Non Financial Maples,Bail In,BBB+,A,USD,USD,ATDBCN,BMO,FIXED,VARIABLE,>25.1,1-2.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
ALTALK 1.509 09/11/30,ATDBCN 3 5/8 05/13/51,-96.7395,-1.5922,-47.8275,-101.3995,-48.9120,4.6600,2.1825,-79.3950,Utility,Non Financial Maples,A-,BBB+,CAD,USD,ALTALK,ATDBCN,FIXED,FIXED,5.1-7.1,>25.1,3-5,3-5,0,36.0000,26.0000,10.0000,RBC,RBC,3000000.0000,3000000.0000,33.0600,,,,,,,,,,
ALACN 2.075 05/30/28,CCOCN 2.95 10/21/27,14.4842,1.5685,21.8479,2.9262,-7.3637,11.5580,91.8651,13.7488,Midstream,Other,BBB-,BBB-,CAD,CAD,ALACN,CCOCN,FIXED,FIXED,2.1-3.1,2.1-3.1,3-5,3-5,0,73.0000,70.0000,3.0000,TD,NBF,5000000.0000,10000000.0000,79.0000,,63.0000,53.0000,10.0000,NBF,NBF,5000000.0000,2000000.0000,58.1200,AXE
CCOCN 2.95 10/21/27,CNQCN 2 1/2 01/17/28,-9.6280,-1.5547,7.7637,-10.2876,-17.3917,0.6596,2.5794,-7.7378,Other,Oil & Gas,BBB-,BBB,CAD,CAD,CCOCN,CNQCN,FIXED,FIXED,2.1-3.1,2.1-3.1,3-5,3-5,0,63.0000,53.0000,10.0000,NBF,NBF,5000000.0000,2000000.0000,58.1200,AXE,65.0000,60.0000,5.0000,CIBC,SCM,3000000.0000,3000000.0000,66.8300,
ATDBCN 3.439 05/13/41,CIXCN 4.1 06/15/51,-21.2096,1.5247,-12.9658,-83.1779,-8.2438,61.9683,90.0794,-0.3755,Non Financial Maples,Asset Manager,BBB+,NR,USD,USD,ATDBCN,CIXCN,FIXED,FIXED,10.1-25.1,>25.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
ATDBCN 3 5/8 05/13/51,BIP 2.855 09/01/32,23.5113,1.5035,28.9817,-16.4876,-5.4705,39.9989,90.2778,1.2495,Non Financial Maples,Infastructure,BBB+,BBB+,USD,CAD,ATDBCN,BIP,FIXED,FIXED,>25.1,7.1-10.1,3-5,3-5,0,,,,,,,,,,112.0000,,,RBC,,5000000.0000,,110.0000,
ARXCN 3.465 03/10/31,CNQCN 2 1/2 01/17/28,43.6686,-1.4982,57.5034,43.0755,-13.8347,0.5932,3.3730,43.8858,Oil & Gas,Oil & Gas,NR,BBB,CAD,CAD,ARXCN,CNQCN,FIXED,FIXED,5.1-7.1,2.1-3.1,3-5,3-5,0,112.0000,106.0000,6.0000,RBC,CIBC,5000000.0000,2950000.0000,110.0000,,65.0000,60.0000,5.0000,CIBC,SCM,3000000.0000,3000000.0000,66.8300,
ATDBCN 3.439 05/13/41,BAC 1.734 07/22/27,83.4492,1.4982,88.6313,33.0018,-5.1821,50.4474,94.2460,101.8448,Non Financial Maples,Financial Maples,BBB+,A,USD,USD,ATDBCN,BAC,FIXED,VARIABLE,10.1-25.1,1-2.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
ALACN 2.166 03/16/27,ALTALK 1.509 09/11/30,24.4485,1.4853,28.9070,-7.4734,-4.4584,31.9220,94.6429,27.3895,Midstream,Utility,BBB-,A-,CAD,CAD,ALACN,ALTALK,FIXED,FIXED,1-2.1,5.1-7.1,3-5,3-5,0,63.0000,,,NBF,,5000000.0000,,69.0000,,36.0000,26.0000,10.0000,RBC,RBC,3000000.0000,3000000.0000,33.0600,
BCECN 1.65 08/16/27,CM 2.01 07/21/30,11.1623,1.4793,25.7419,-20.7147,-14.5796,31.8770,95.0397,6.0876,Cable/Telco,NVCC Sub Debt,BBB,BBB+,CAD,CAD,BCECN,CM,FIXED,VARIABLE,2.1-3.1,4.1-5.1,3-5,3-5,1,30.0000,,,NBF,,5000000.0000,,38.7000,,16.0000,15.0000,1.0000,NBF,BMO,10000000.0000,5000000.0000,15.9300,
ATDBCN 3 5/8 05/13/51,BCECN 2.2 05/29/28,88.9454,1.4790,104.8393,42.5450,-15.8939,46.4004,90.6746,61.7310,Non Financial Maples,Cable/Telco,BBB+,BBB,USD,CAD,ATDBCN,BCECN,FIXED,FIXED,>25.1,2.1-3.1,3-5,3-5,0,,,,,,,,,,51.0000,,,CIBC,,3000000.0000,,49.0000,
BAC 1.658 03/11/27,BAC 1.734 07/22/27,-11.2092,-1.4731,19.9357,-18.6512,-31.1449,7.4420,10.1190,-16.3945,Financial Maples,Financial Maples,A,A,USD,USD,BAC,BAC,VARIABLE,VARIABLE,1-2.1,1-2.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
CCDJ 1.992 05/28/31,CM 1.96 04/21/31,4.3630,1.4668,12.2917,-6.7504,-7.9287,11.1134,92.2619,3.5800,Non Major Sub Debt,NVCC Sub Debt,A-,BBB+,CAD,CAD,CCDJ,CM,VARIABLE,VARIABLE,5.1-7.1,5.1-7.1,3-5,3-5,0,38.0000,28.0000,10.0000,NBF,NBF,25000000.0000,5000000.0000,37.0200,AXE,32.0000,31.0000,1.0000,CIBC,NBF,20000000.0000,5000000.0000,31.5800,
BAC 1.978 09/15/27,BAMREP 3.33 08/13/50,-105.7591,1.4618,-101.9903,-121.7284,-3.7688,15.9693,89.8810,-105.4454,Financial Maples,Power Gen/Renewable,A,BBB+,CAD,CAD,BAC,BAMREP,VARIABLE,FIXED,2.1-3.1,>25.1,3-5,3-5,0,53.0000,48.0000,5.0000,TD,TD,5000000.0000,5000000.0000,55.3500,,160.0000,,,NBF,,5000000.0000,,160.0000,
ALTALK 1.509 09/11/30,ATDBCN 3.439 05/13/41,-99.2163,-1.4617,-50.6084,-104.8156,-48.6079,5.5993,8.9286,-103.0860,Utility,Non Financial Maples,A-,BBB+,CAD,USD,ALTALK,ATDBCN,FIXED,FIXED,5.1-7.1,10.1-25.1,3-5,3-5,0,36.0000,26.0000,10.0000,RBC,RBC,3000000.0000,3000000.0000,33.0600,,,,,,,,,,
ATDBCN 3 5/8 05/13/51,BAMREP 3.33 08/13/50,-25.8395,1.4568,-20.9134,-68.7121,-4.9261,42.8726,89.8810,-46.0555,Non Financial Maples,Power Gen/Renewable,BBB+,BBB+,USD,CAD,ATDBCN,BAMREP,FIXED,FIXED,>25.1,>25.1,3-5,3-5,0,,,,,,,,,,160.0000,,,NBF,,5000000.0000,,160.0000,
AERMON 3.441 04/26/51,CCDJ 1.992 05/28/31,67.6984,1.4413,70.5143,38.1511,-2.8160,29.5473,94.2460,65.4822,Airport,Non Major Sub Debt,A+,A-,CAD,CAD,AERMON,CCDJ,FIXED,VARIABLE,>25.1,5.1-7.1,3-5,3-5,0,104.0000,98.0000,6.0000,TD,RBC,5000000.0000,5000000.0000,103.7400,AXE,38.0000,28.0000,10.0000,NBF,NBF,25000000.0000,5000000.0000,37.0200,AXE
ATDBCN 3.439 05/13/41,BMO 0.949 01/22/27,90.4695,1.4409,103.2333,39.5307,-12.7639,50.9388,91.0714,114.9973,Non Financial Maples,Bail In,BBB+,A,USD,USD,ATDBCN,BMO,FIXED,VARIABLE,10.1-25.1,1-2.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
BNCN 3 1/2 03/30/51,CM 1.96 04/21/31,79.0328,1.4340,89.3903,28.3315,-10.3575,50.7013,95.0397,68.5331,Asset Manager,NVCC Sub Debt,A-,BBB+,USD,CAD,BNCN,CM,FIXED,VARIABLE,>25.1,5.1-7.1,3-5,3-5,0,,,,,,,,,,32.0000,31.0000,1.0000,CIBC,NBF,20000000.0000,5000000.0000,31.5800,
AERMON 3.441 04/26/51,BCECN 4.05 03/17/51,-55.7912,1.4271,-45.7913,-81.8484,-9.9999,26.0572,89.0873,-53.4985,Airport,Cable/Telco,A+,BBB,CAD,CAD,AERMON,BCECN,FIXED,FIXED,>25.1,>25.1,3-5,3-5,0,104.0000,98.0000,6.0000,TD,RBC,5000000.0000,5000000.0000,103.7400,AXE,160.0000,150.0000,10.0000,RBC,RBC,3000000.0000,5000000.0000,158.8000,AXE
ALACN 2.166 03/16/27,BAMREP 3.33 08/13/50,-98.1305,1.4243,-94.7961,-123.7259,-3.3343,25.5954,93.8492,-98.0610,Midstream,Power Gen/Renewable,BBB-,BBB+,CAD,CAD,ALACN,BAMREP,FIXED,FIXED,1-2.1,>25.1,3-5,3-5,0,63.0000,,,NBF,,5000000.0000,,69.0000,,160.0000,,,NBF,,5000000.0000,,160.0000,
ATDBCN 3 5/8 05/13/51,CRRUCN 2.686 03/31/28,39.4396,1.4200,49.0042,10.1501,-9.5646,29.2894,85.1190,20.6511,Non Financial Maples,REIT,BBB+,NR,USD,CAD,ATDBCN,CRRUCN,FIXED,FIXED,>25.1,2.1-3.1,3-5,3-5,0,,,,,,,,,,95.0000,,,SCM,,3000000.0000,,97.0000,
ALACN 2.477 11/30/30,ATDBCN 3 5/8 05/13/51,-40.0758,-1.4197,4.9851,-44.6203,-45.0609,4.5444,13.2937,-20.8520,Midstream,Non Financial Maples,BBB-,BBB+,CAD,USD,ALACN,ATDBCN,FIXED,FIXED,5.1-7.1,>25.1,3-5,3-5,0,97.0000,99.0000,-2.0000,NBF,BMO,5000000.0000,5000000.0000,91.3200,,,,,,,,,,
ALACN 2.166 03/16/27,BCECN 2.2 05/29/28,16.6544,1.4176,28.7451,-11.9578,-12.0907,28.6122,96.2302,9.7255,Midstream,Cable/Telco,BBB-,BBB,CAD,CAD,ALACN,BCECN,FIXED,FIXED,1-2.1,2.1-3.1,3-5,3-5,0,63.0000,,,NBF,,5000000.0000,,69.0000,,51.0000,,,CIBC,,3000000.0000,,49.0000,
ATDBCN 3 5/8 05/13/51,BAC 1.197 10/24/26,95.5292,1.4138,109.2054,11.7762,-13.6762,83.7531,93.8492,96.9189,Non Financial Maples,Financial Maples,BBB+,A,USD,USD,ATDBCN,BAC,FIXED,VARIABLE,>25.1,1-2.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
BCECN 1.65 08/16/27,CCOCN 2.95 10/21/27,-22.5984,1.4034,-21.6529,-55.1663,-0.9454,32.5680,98.6111,-22.5717,Cable/Telco,Other,BBB,BBB-,CAD,CAD,BCECN,CCOCN,FIXED,FIXED,2.1-3.1,2.1-3.1,3-5,3-5,0,30.0000,,,NBF,,5000000.0000,,38.7000,,63.0000,53.0000,10.0000,NBF,NBF,5000000.0000,2000000.0000,58.1200,AXE
BCECN 3 03/17/31,BCECN 4.05 03/17/51,-63.1061,1.4005,-54.0808,-89.3302,-9.0253,26.2242,87.5000,-60.3866,Cable/Telco,Cable/Telco,BBB,BBB,CAD,CAD,BCECN,BCECN,FIXED,FIXED,5.1-7.1,>25.1,3-5,3-5,0,98.0000,94.0000,4.0000,TD,RBC,10000000.0000,5000000.0000,96.1000,AXE,160.0000,150.0000,10.0000,RBC,RBC,3000000.0000,5000000.0000,158.8000,AXE
ATDBCN 3 5/8 05/13/51,CNQCN 2 1/2 01/17/28,67.9101,1.3962,74.0967,33.8691,-6.1866,34.0410,89.8810,48.6224,Non Financial Maples,Oil & Gas,BBB+,BBB,USD,CAD,ATDBCN,CNQCN,FIXED,FIXED,>25.1,2.1-3.1,3-5,3-5,0,,,,,,,,,,65.0000,60.0000,5.0000,CIBC,SCM,3000000.0000,3000000.0000,66.8300,
ALACN 2.477 11/30/30,CCDJ 1.992 05/28/31,58.5125,1.3923,70.7727,37.3355,-12.2603,21.1769,92.2619,56.1432,Midstream,Non Major Sub Debt,BBB-,A-,CAD,CAD,ALACN,CCDJ,FIXED,VARIABLE,5.1-7.1,5.1-7.1,3-5,3-5,0,97.0000,99.0000,-2.0000,NBF,BMO,5000000.0000,5000000.0000,91.3200,,38.0000,28.0000,10.0000,NBF,NBF,25000000.0000,5000000.0000,37.0200,AXE
BCECN 2.2 05/29/28,BCIMCR 1.747 07/24/30,-18.3111,-1.3882,4.9858,-31.5053,-23.2970,13.1942,4.5635,-11.0977,Cable/Telco,Pension,BBB,NR,CAD,CAD,BCECN,BCIMCR,FIXED,FIXED,2.1-3.1,4.1-5.1,3-5,3-5,0,51.0000,,,CIBC,,3000000.0000,,49.0000,,66.0000,,,NBF,,5000000.0000,,66.0000,
BIP 2.855 09/01/32,CCDJ 1.992 05/28/31,75.0770,1.3869,79.7269,48.8873,-4.6498,26.1897,83.9286,75.7456,Infastructure,Non Major Sub Debt,BBB+,A-,CAD,CAD,BIP,CCDJ,FIXED,VARIABLE,7.1-10.1,5.1-7.1,3-5,3-5,0,112.0000,,,RBC,,5000000.0000,,110.0000,,38.0000,28.0000,10.0000,NBF,NBF,25000000.0000,5000000.0000,37.0200,AXE
BAMREP 3.33 08/13/50,BCECN 3 03/17/31,64.0442,-1.3860,82.7049,60.5132,-18.6607,3.5310,8.1349,64.4565,Power Gen/Renewable,Cable/Telco,BBB+,BBB,CAD,CAD,BAMREP,BCECN,FIXED,FIXED,>25.1,5.1-7.1,3-5,3-5,0,160.0000,,,NBF,,5000000.0000,,160.0000,,98.0000,94.0000,4.0000,TD,RBC,10000000.0000,5000000.0000,96.1000,AXE
AERQUE 2.936 05/31/31,AQNCN 2.85 07/15/31,116.2683,-1.3842,181.9544,116.2683,-65.6861,0.0000,0.5952,98.3048,Other,Power Gen/Renewable,nan,NR,CAD,CAD,AERQUE,AQNCN,FIXED,FIXED,5.1-7.1,5.1-7.1,3-5,3-5,1,,,,,,,,,,,,,,,,,,
ATDBCN 3.439 05/13/41,BIP 2.855 09/01/32,25.9880,1.3797,34.1979,-13.0809,-8.2099,39.0689,85.5159,24.9405,Non Financial Maples,Infastructure,BBB+,BBB+,USD,CAD,ATDBCN,BIP,FIXED,FIXED,10.1-25.1,7.1-10.1,3-5,3-5,0,,,,,,,,,,112.0000,,,RBC,,5000000.0000,,110.0000,
AERMON 3.441 04/26/51,BAMREP 3.33 08/13/50,-56.7294,1.3644,-53.1415,-71.6660,-3.5879,14.9366,92.6587,-57.5685,Airport,Power Gen/Renewable,A+,BBB+,CAD,CAD,AERMON,BAMREP,FIXED,FIXED,>25.1,>25.1,3-5,3-5,0,104.0000,98.0000,6.0000,TD,RBC,5000000.0000,5000000.0000,103.7400,AXE,160.0000,,,NBF,,5000000.0000,,160.0000,
ATDBCN 3 5/8 05/13/51,CPXCN 3.147 10/01/32,2.3394,1.3637,5.4347,-55.0499,-3.0953,57.3893,95.0397,-18.9292,Non Financial Maples,Power Gen/Renewable,BBB+,BBB-,USD,CAD,ATDBCN,CPXCN,FIXED,FIXED,>25.1,7.1-10.1,3-5,3-5,0,,,,,,,,,,130.0000,125.0000,5.0000,TD,TD,5000000.0000,2000000.0000,131.0000,AXE
ATDBCN 3.439 05/13/41,BCECN 2.2 05/29/28,91.4221,1.3636,109.1530,40.4219,-17.7309,51.0002,87.5000,85.4220,Non Financial Maples,Cable/Telco,BBB+,BBB,USD,CAD,ATDBCN,BCECN,FIXED,FIXED,10.1-25.1,2.1-3.1,3-5,3-5,0,,,,,,,,,,51.0000,,,CIBC,,3000000.0000,,49.0000,
BNS 1.4 11/01/27,CM 1.96 04/21/31,-11.8880,1.3606,-8.0226,-39.5720,-3.8654,27.6841,89.8810,-16.1724,Bail In,NVCC Sub Debt,A,BBB+,CAD,CAD,BNS,CM,FIXED,VARIABLE,2.1-3.1,5.1-7.1,3-5,3-5,0,22.0000,18.0000,4.0000,TD,BMO,5000000.0000,5000000.0000,21.0000,,32.0000,31.0000,1.0000,CIBC,NBF,20000000.0000,5000000.0000,31.5800,
ALCTRA 1.751 02/11/31,CM 1.96 04/21/31,14.5464,1.3580,22.4548,-13.2687,-7.9084,27.8151,87.1032,9.7835,Utility,NVCC Sub Debt,A-,BBB+,CAD,CAD,ALCTRA,CM,FIXED,VARIABLE,5.1-7.1,5.1-7.1,3-5,3-5,0,46.0000,41.0000,5.0000,TD,TD,3000000.0000,3000000.0000,53.9900,,32.0000,31.0000,1.0000,CIBC,NBF,20000000.0000,5000000.0000,31.5800,
CJRCN 5 05/11/28,CM 4 3/8 10/28/2080,4994.7345,1.3534,4994.7345,2591.0747,0.0000,2403.6598,99.8016,4711.3817,HY,Financial Hybrid,CCC-,BBB,CAD,CAD,CJRCN,CM,FIXED,VARIABLE,2.1-3.1,>25.1,3-5,3-5,0,,,,,,,,,,184.3100,101.2300,83.0800,CIBC,CIBC,3000000.0000,3000000.0000,183.5400,
ALTALK 1.509 09/11/30,BCECN 3.65 03/17/51,-69.8908,-1.3524,-38.1118,-77.0046,-31.7789,7.1139,11.3095,-67.6811,Utility,Cable/Telco,A-,BBB,CAD,USD,ALTALK,BCECN,FIXED,FIXED,5.1-7.1,>25.1,3-5,3-5,0,36.0000,26.0000,10.0000,RBC,RBC,3000000.0000,3000000.0000,33.0600,,,,,,,,,,
BMO 4.3 11/26/2080,CJRCN 5 05/11/28,-4990.4424,-1.3502,-2556.1466,-4990.4424,-2434.2958,0.0000,0.5952,-4683.7553,Financial Hybrid,HY,BBB-,CCC-,CAD,CAD,BMO,CJRCN,VARIABLE,FIXED,>25.1,2.1-3.1,3-5,3-5,0,183.0000,123.1200,59.8800,NBF,CIBC,3000000.0000,3000000.0000,184.1100,,,,,,,,,,
BNS 2.15 08/01/31,CM 1.96 04/21/31,27.4396,1.3458,45.1575,5.2975,-17.7179,22.1421,88.2937,30.0009,Bail In,NVCC Sub Debt,A,BBB+,USD,CAD,BNS,CM,FIXED,VARIABLE,5.1-7.1,5.1-7.1,3-5,3-5,0,,,,,,,,,,32.0000,31.0000,1.0000,CIBC,NBF,20000000.0000,5000000.0000,31.5800,
ALACN 2.075 05/30/28,ATDBCN 3 5/8 05/13/51,-63.0539,-1.3406,-24.3499,-71.5429,-38.7041,8.4889,15.2778,-42.6114,Midstream,Non Financial Maples,BBB-,BBB+,CAD,USD,ALACN,ATDBCN,FIXED,FIXED,2.1-3.1,>25.1,3-5,3-5,0,73.0000,70.0000,3.0000,TD,NBF,5000000.0000,10000000.0000,79.0000,,,,,,,,,,
BNS 3.7 07/27/2081,CJRCN 5 05/11/28,-3987.1005,-1.3356,-1960.0759,-3987.1005,-2027.0247,0.0000,0.5952,-3694.9115,Financial Hybrid,HY,BBB,CCC-,CAD,CAD,BNS,CJRCN,VARIABLE,FIXED,>25.1,2.1-3.1,3-5,3-5,0,1200.0000,1156.0000,44.0000,BMO,RBC,2000000.0000,3000000.0000,1224.8300,,,,,,,,,,
BCECN 1.65 08/16/27,BNS 2.15 08/01/31,-24.6248,1.3346,-21.9441,-62.8769,-2.6807,38.2520,93.4524,-28.3576,Cable/Telco,Bail In,BBB,A,CAD,USD,BCECN,BNS,FIXED,FIXED,2.1-3.1,5.1-7.1,3-5,3-5,0,30.0000,,,NBF,,5000000.0000,,38.7000,,,,,,,,,,
ATDBCN 3.439 05/13/41,BAMREP 3.33 08/13/50,-23.3628,1.3332,-16.4257,-65.5333,-6.9370,42.1705,80.7540,-22.3646,Non Financial Maples,Power Gen/Renewable,BBB+,BBB+,USD,CAD,ATDBCN,BAMREP,FIXED,FIXED,10.1-25.1,>25.1,3-5,3-5,0,,,,,,,,,,160.0000,,,NBF,,5000000.0000,,160.0000,
BAC 1.734 07/22/27,CM 1.96 04/21/31,21.9789,1.3327,46.6741,-18.0213,-24.6953,40.0001,89.8810,2.4214,Financial Maples,NVCC Sub Debt,A,BBB+,USD,CAD,BAC,CM,VARIABLE,VARIABLE,1-2.1,5.1-7.1,3-5,3-5,0,,,,,,,,,,32.0000,31.0000,1.0000,CIBC,NBF,20000000.0000,5000000.0000,31.5800,
ALTALK 1.509 09/11/30,BNS 1.4 11/01/27,18.0997,-1.3258,32.7344,10.7013,-14.6347,7.3984,10.5159,17.3526,Utility,Bail In,A-,A,CAD,CAD,ALTALK,BNS,FIXED,FIXED,5.1-7.1,2.1-3.1,3-5,3-5,0,36.0000,26.0000,10.0000,RBC,RBC,3000000.0000,3000000.0000,33.0600,,22.0000,18.0000,4.0000,TD,BMO,5000000.0000,5000000.0000,21.0000,
ATDBCN 3.439 05/13/41,BAC 1.197 10/24/26,98.0060,1.3245,116.2435,28.6429,-18.2375,69.3630,89.8810,120.6099,Non Financial Maples,Financial Maples,BBB+,A,USD,USD,ATDBCN,BAC,FIXED,VARIABLE,10.1-25.1,1-2.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
BCECN 2.2 05/29/28,BCECN 3.65 03/17/51,-62.0966,-1.3221,-37.7800,-73.9159,-24.3167,11.8193,12.5000,-50.0171,Cable/Telco,Cable/Telco,BBB,BBB,CAD,USD,BCECN,BCECN,FIXED,FIXED,2.1-3.1,>25.1,3-5,3-5,0,51.0000,,,CIBC,,3000000.0000,,49.0000,,,,,,,,,,
ALACN 2.477 11/30/30,ATDBCN 3.439 05/13/41,-42.5526,-1.3151,-1.4381,-50.3059,-41.1144,7.7534,18.0556,-44.5430,Midstream,Non Financial Maples,BBB-,BBB+,CAD,USD,ALACN,ATDBCN,FIXED,FIXED,5.1-7.1,10.1-25.1,3-5,3-5,0,97.0000,99.0000,-2.0000,NBF,BMO,5000000.0000,5000000.0000,91.3200,,,,,,,,,,
ATDBCN 3.439 05/13/41,CPXCN 3.147 10/01/32,4.8162,1.3143,12.4904,-52.9014,-7.6743,57.7176,85.1190,4.7618,Non Financial Maples,Power Gen/Renewable,BBB+,BBB-,USD,CAD,ATDBCN,CPXCN,FIXED,FIXED,10.1-25.1,7.1-10.1,3-5,3-5,0,,,,,,,,,,130.0000,125.0000,5.0000,TD,TD,5000000.0000,2000000.0000,131.0000,AXE
BCECN 3.65 03/17/51,CCDJ 1.992 05/28/31,71.7395,1.3114,78.8466,35.9374,-7.1071,35.8021,88.6905,65.2812,Cable/Telco,Non Major Sub Debt,BBB,A-,USD,CAD,BCECN,CCDJ,FIXED,VARIABLE,>25.1,5.1-7.1,3-5,3-5,0,,,,,,,,,,38.0000,28.0000,10.0000,NBF,NBF,25000000.0000,5000000.0000,37.0200,AXE
CIXCN 4.1 06/15/51,CNQCN 2 1/2 01/17/28,91.5964,-1.3112,124.6503,88.1486,-33.0539,3.4478,6.1508,72.6888,Asset Manager,Oil & Gas,NR,BBB,USD,CAD,CIXCN,CNQCN,FIXED,FIXED,>25.1,2.1-3.1,3-5,3-5,0,,,,,,,,,,65.0000,60.0000,5.0000,CIBC,SCM,3000000.0000,3000000.0000,66.8300,
BRPCN 5 1/8 06/15/29,CM 4 3/8 10/28/2080,232.2549,1.3105,250.9995,63.3347,-18.7446,168.9202,88.2937,245.3716,Other,Financial Hybrid,B+,BBB,CAD,CAD,BRPCN,CM,FIXED,VARIABLE,3.1-4.1,>25.1,3-5,3-5,0,,,,,,,,,,184.3100,101.2300,83.0800,CIBC,CIBC,3000000.0000,3000000.0000,183.5400,
