Security_1,Security_2,Last_Spread,Z_Score,Max,Min,Last_vs_Max,Last_vs_Min,Percentile,XCCY,Custom_Sector_1,Custom_Sector_2,Rating_1,Rating_2,Currency_1,Currency_2,Ticker_1,Ticker_2,CPN_TYPE_1,CPN_TYPE_2,Yrs_Mat_Bucket_1,Yrs_Mat_Bucket_2,Yrs_Since_Issue_Bucket_1,Yrs_Since_Issue_Bucket_2,Own?,Best Bid_runs1,Best Offer_runs1,Bid/Offer_runs1,Dealer @ Best Bid_runs1,Dealer @ Best Offer_runs1,Size @ Best Bid_runs1,Size @ Best Offer_runs1,G Spread_runs1,Keyword_runs1,Best Bid_runs2,Best Offer_runs2,Bid/Offer_runs2,Dealer @ Best Bid_runs2,Dealer @ Best Offer_runs2,Size @ Best Bid_runs2,Size @ Best Offer_runs2,G Spread_runs2,Keyword_runs2
BAC 2.087 06/14/29,CNQCN 2 1/2 01/17/28,-4.0605,-0.2502,18.7632,-20.2267,-22.8237,16.1662,45.4365,1.8105,Financial Maples,Oil & Gas,A,BBB,USD,CAD,BAC,CNQCN,VARIABLE,FIXED,3.1-4.1,2.1-3.1,3-5,3-5,0,,,,,,,,,,65.0000,60.0000,5.0000,CIBC,SCM,3000000.0000,3000000.0000,66.8300,
BAMREP 3.33 08/13/50,BNS 1.4 11/01/27,140.6787,-0.2442,155.0632,129.9357,-14.3844,10.7430,39.0873,142.8031,Power Gen/Renewable,Bail In,BBB+,A,CAD,CAD,BAMREP,BNS,FIXED,FIXED,>25.1,2.1-3.1,3-5,3-5,0,160.0000,,,NBF,,5000000.0000,,160.0000,,22.0000,18.0000,4.0000,TD,BMO,5000000.0000,5000000.0000,21.0000,
BNS 1.4 11/01/27,CCOCN 2.95 10/21/27,-37.3011,0.2434,-23.8102,-55.8723,-13.4909,18.5712,58.5317,-40.3874,Bail In,Other,A,BBB-,CAD,CAD,BNS,CCOCN,FIXED,FIXED,2.1-3.1,2.1-3.1,3-5,3-5,0,22.0000,18.0000,4.0000,TD,BMO,5000000.0000,5000000.0000,21.0000,,63.0000,53.0000,10.0000,NBF,NBF,5000000.0000,2000000.0000,58.1200,AXE
BIP 2.855 09/01/32,CM 4 3/8 10/28/2080,-60.2096,0.2431,-8.6403,-256.0166,-51.5693,195.8070,34.7222,-46.9626,Infastructure,Financial Hybrid,BBB+,BBB,CAD,CAD,BIP,CM,FIXED,VARIABLE,7.1-10.1,>25.1,3-5,3-5,0,112.0000,,,RBC,,5000000.0000,,110.0000,,184.3100,101.2300,83.0800,CIBC,CIBC,3000000.0000,3000000.0000,183.5400,
AQNCN 2.85 07/15/31,BAC 1.734 07/22/27,-68.6454,0.2423,-28.6976,-133.8299,-39.9478,65.1845,68.4524,-33.7334,Power Gen/Renewable,Financial Maples,NR,A,CAD,USD,AQNCN,BAC,FIXED,VARIABLE,5.1-7.1,1-2.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
AERMON 3.441 04/26/51,CM 4 3/8 10/28/2080,-67.5882,0.2419,-18.6318,-267.6787,-48.9564,200.0905,35.9127,-57.2260,Airport,Financial Hybrid,A+,BBB,CAD,CAD,AERMON,CM,FIXED,VARIABLE,>25.1,>25.1,3-5,3-5,0,104.0000,98.0000,6.0000,TD,RBC,5000000.0000,5000000.0000,103.7400,AXE,184.3100,101.2300,83.0800,CIBC,CIBC,3000000.0000,3000000.0000,183.5400,
ATDBCN 3 5/8 05/13/51,ATDBCN 3.439 05/13/41,-2.4767,-0.2409,6.7202,-16.8668,-9.1970,14.3900,36.9048,-23.6910,Non Financial Maples,Non Financial Maples,BBB+,BBB+,USD,USD,ATDBCN,ATDBCN,FIXED,FIXED,>25.1,10.1-25.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
BNS 1.4 11/01/27,BNS 2.15 08/01/31,-39.3276,0.2400,-24.7046,-61.7063,-14.6230,22.3787,53.3730,-46.1733,Bail In,Bail In,A,A,CAD,USD,BNS,BNS,FIXED,FIXED,2.1-3.1,5.1-7.1,3-5,3-5,0,22.0000,18.0000,4.0000,TD,BMO,5000000.0000,5000000.0000,21.0000,,,,,,,,,,
ALACN 2.477 11/30/30,BNS 1.4 11/01/27,74.7634,0.2394,87.4488,50.5431,-12.6854,24.2204,47.0238,75.8956,Midstream,Bail In,BBB-,A,CAD,CAD,ALACN,BNS,FIXED,FIXED,5.1-7.1,2.1-3.1,3-5,3-5,0,97.0000,99.0000,-2.0000,NBF,BMO,5000000.0000,5000000.0000,91.3200,,22.0000,18.0000,4.0000,TD,BMO,5000000.0000,5000000.0000,21.0000,
BCECN 3 03/17/31,CRLETN 3.264 07/05/61,-43.3940,0.2394,-28.3113,-58.9900,-15.0827,15.5960,52.9762,-40.8986,Cable/Telco,University,BBB,NR,CAD,CAD,BCECN,CRLETN,FIXED,FIXED,5.1-7.1,>25.1,3-5,3-5,0,98.0000,94.0000,4.0000,TD,RBC,10000000.0000,5000000.0000,96.1000,AXE,,,,,,,,,
ALACN 2.477 11/30/30,CM 4 3/8 10/28/2080,-76.7742,0.2389,-29.6416,-260.0716,-47.1326,183.2974,34.3254,-66.5651,Midstream,Financial Hybrid,BBB-,BBB,CAD,CAD,ALACN,CM,FIXED,VARIABLE,5.1-7.1,>25.1,3-5,3-5,0,97.0000,99.0000,-2.0000,NBF,BMO,5000000.0000,5000000.0000,91.3200,,184.3100,101.2300,83.0800,CIBC,CIBC,3000000.0000,3000000.0000,183.5400,
CIXCN 3.2 12/17/30,CPXCN 3.147 10/01/32,37.7689,-0.2379,76.4167,-12.3892,-38.6478,50.1581,45.0397,42.4094,Asset Manager,Power Gen/Renewable,NR,BBB-,USD,CAD,CIXCN,CPXCN,FIXED,FIXED,5.1-7.1,7.1-10.1,3-5,3-5,0,,,,,,,,,,130.0000,125.0000,5.0000,TD,TD,5000000.0000,2000000.0000,131.0000,AXE
ARXCN 3.465 03/10/31,CIXCN 3.2 12/17/30,-59.6709,0.2360,-26.0213,-93.2538,-33.6496,33.5829,54.5635,-66.0752,Oil & Gas,Asset Manager,NR,NR,CAD,USD,ARXCN,CIXCN,FIXED,FIXED,5.1-7.1,5.1-7.1,3-5,3-5,0,112.0000,106.0000,6.0000,RBC,CIBC,5000000.0000,2950000.0000,110.0000,,,,,,,,,,
BAC 2.087 06/14/29,BCECN 3.65 03/17/51,-45.1219,-0.2340,-6.8448,-60.3195,-38.2771,15.1977,45.4365,-35.0980,Financial Maples,Cable/Telco,A,BBB,USD,USD,BAC,BCECN,VARIABLE,FIXED,3.1-4.1,>25.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
ALCTRA 1.751 02/11/31,BAC 2.087 06/14/29,-16.4343,-0.2316,12.0003,-43.7559,-28.4346,27.3216,36.7063,-23.9798,Utility,Financial Maples,A-,A,CAD,USD,ALCTRA,BAC,FIXED,VARIABLE,5.1-7.1,3.1-4.1,3-5,3-5,0,46.0000,41.0000,5.0000,TD,TD,3000000.0000,3000000.0000,53.9900,,,,,,,,,,
ALACN 2.166 03/16/27,BNCN 3 1/2 03/30/51,-48.3725,-0.2309,-27.2486,-66.9518,-21.1239,18.5793,39.0873,-39.9634,Midstream,Asset Manager,BBB-,A-,CAD,USD,ALACN,BNCN,FIXED,FIXED,1-2.1,>25.1,3-5,3-5,0,63.0000,,,NBF,,5000000.0000,,69.0000,,,,,,,,,,
ALACN 2.075 05/30/28,AQNCN 2.85 07/15/31,86.5639,-0.2287,122.6693,55.4470,-36.1054,31.1169,35.1190,69.2758,Midstream,Power Gen/Renewable,BBB-,NR,CAD,CAD,ALACN,AQNCN,FIXED,FIXED,2.1-3.1,5.1-7.1,3-5,3-5,1,73.0000,70.0000,3.0000,TD,NBF,5000000.0000,10000000.0000,79.0000,,,,,,,,,,
CCDJ 1.992 05/28/31,CM 2.01 07/21/30,12.7105,-0.2286,40.0194,-1.3764,-27.3089,14.0869,49.0079,8.0243,Non Major Sub Debt,NVCC Sub Debt,A-,BBB+,CAD,CAD,CCDJ,CM,VARIABLE,VARIABLE,5.1-7.1,4.1-5.1,3-5,3-5,1,38.0000,28.0000,10.0000,NBF,NBF,25000000.0000,5000000.0000,37.0200,AXE,16.0000,15.0000,1.0000,NBF,BMO,10000000.0000,5000000.0000,15.9300,
ALCTRA 1.751 02/11/31,BNCN 2.724 04/15/31,-26.3481,-0.2284,-0.0487,-65.9847,-26.2994,39.6365,36.7063,-30.4901,Utility,Asset Manager,A-,A-,CAD,USD,ALCTRA,BNCN,FIXED,FIXED,5.1-7.1,5.1-7.1,3-5,3-5,0,46.0000,41.0000,5.0000,TD,TD,3000000.0000,3000000.0000,53.9900,,,,,,,,,,
BNS 2.15 08/01/31,CM 2.01 07/21/30,35.7871,0.2282,65.9405,13.3972,-30.1534,22.3899,54.1667,34.4452,Bail In,NVCC Sub Debt,A,BBB+,USD,CAD,BNS,CM,FIXED,VARIABLE,5.1-7.1,4.1-5.1,3-5,3-5,1,,,,,,,,,,16.0000,15.0000,1.0000,NBF,BMO,10000000.0000,5000000.0000,15.9300,
CCOCN 2.95 10/21/27,CM 2.01 07/21/30,33.7606,0.2248,54.3550,13.3625,-20.5944,20.3981,52.5794,28.6593,Other,NVCC Sub Debt,BBB-,BBB+,CAD,CAD,CCOCN,CM,FIXED,VARIABLE,2.1-3.1,4.1-5.1,3-5,3-5,1,63.0000,53.0000,10.0000,NBF,NBF,5000000.0000,2000000.0000,58.1200,AXE,16.0000,15.0000,1.0000,NBF,BMO,10000000.0000,5000000.0000,15.9300,
ALTALK 1.509 09/11/30,CCDJ 1.992 05/28/31,1.8487,0.2239,15.5260,-22.3314,-13.6773,24.1802,59.7222,-2.3998,Utility,Non Major Sub Debt,A-,A-,CAD,CAD,ALTALK,CCDJ,FIXED,VARIABLE,5.1-7.1,5.1-7.1,3-5,3-5,0,36.0000,26.0000,10.0000,RBC,RBC,3000000.0000,3000000.0000,33.0600,,38.0000,28.0000,10.0000,NBF,NBF,25000000.0000,5000000.0000,37.0200,AXE
ALACN 2.166 03/16/27,BMO 4.3 11/26/2080,-113.2814,0.2238,-71.6520,-301.5489,-41.6294,188.2674,40.2778,-125.3450,Midstream,Financial Hybrid,BBB-,BBB-,CAD,CAD,ALACN,BMO,FIXED,VARIABLE,1-2.1,>25.1,3-5,3-5,0,63.0000,,,NBF,,5000000.0000,,69.0000,,183.0000,123.1200,59.8800,NBF,CIBC,3000000.0000,3000000.0000,184.1100,
AQNCN 2.85 07/15/31,BCECN 3 03/17/31,-111.4131,0.2228,-74.0274,-135.9995,-37.3857,24.5865,70.0397,-93.4862,Power Gen/Renewable,Cable/Telco,NR,BBB,CAD,CAD,AQNCN,BCECN,FIXED,FIXED,5.1-7.1,5.1-7.1,3-5,3-5,0,,,,,,,,,,98.0000,94.0000,4.0000,TD,RBC,10000000.0000,5000000.0000,96.1000,AXE
AQNCN 2.85 07/15/31,CNQCN 2 1/2 01/17/28,-81.7077,0.2223,-53.8272,-110.8177,-27.8805,29.1100,67.2619,-63.2648,Power Gen/Renewable,Oil & Gas,NR,BBB,CAD,CAD,AQNCN,CNQCN,FIXED,FIXED,5.1-7.1,2.1-3.1,3-5,3-5,0,,,,,,,,,,65.0000,60.0000,5.0000,CIBC,SCM,3000000.0000,3000000.0000,66.8300,
AERMON 3.441 04/26/51,BCECN 3.65 03/17/51,-4.0411,-0.2198,13.2316,-13.2878,-17.2727,9.2467,49.8016,0.2010,Airport,Cable/Telco,A+,BBB,CAD,USD,AERMON,BCECN,FIXED,FIXED,>25.1,>25.1,3-5,3-5,0,104.0000,98.0000,6.0000,TD,RBC,5000000.0000,5000000.0000,103.7400,AXE,,,,,,,,,
BAC 2.087 06/14/29,BNS 1.4 11/01/27,42.8686,0.2194,63.0806,20.5736,-20.2120,22.2951,62.1032,49.9357,Financial Maples,Bail In,A,A,USD,CAD,BAC,BNS,VARIABLE,FIXED,3.1-4.1,2.1-3.1,3-5,3-5,0,,,,,,,,,,22.0000,18.0000,4.0000,TD,BMO,5000000.0000,5000000.0000,21.0000,
AQNCN 2.85 07/15/31,BNCN 2.724 04/15/31,-87.5611,0.2182,-51.2463,-148.6183,-36.3147,61.0573,68.4524,-71.5856,Power Gen/Renewable,Asset Manager,NR,A-,CAD,USD,AQNCN,BNCN,FIXED,FIXED,5.1-7.1,5.1-7.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
BCECN 1.65 08/16/27,BMO 4.3 11/26/2080,-141.1270,0.2178,-96.3183,-343.5831,-44.8087,202.4561,39.4841,-152.2714,Cable/Telco,Financial Hybrid,BBB,BBB-,CAD,CAD,BCECN,BMO,FIXED,VARIABLE,2.1-3.1,>25.1,3-5,3-5,0,30.0000,,,NBF,,5000000.0000,,38.7000,,183.0000,123.1200,59.8800,NBF,CIBC,3000000.0000,3000000.0000,184.1100,
BAC 2.087 06/14/29,BCECN 3 03/17/31,-33.7659,-0.2174,-8.2402,-48.4949,-25.5257,14.7290,49.0079,-28.4109,Financial Maples,Cable/Telco,A,BBB,USD,CAD,BAC,BCECN,VARIABLE,FIXED,3.1-4.1,5.1-7.1,3-5,3-5,0,,,,,,,,,,98.0000,94.0000,4.0000,TD,RBC,10000000.0000,5000000.0000,96.1000,AXE
BAC 2.598 04/04/29,CM 4 3/8 10/28/2080,-110.0261,0.2139,-58.0419,-294.4054,-51.9842,184.3793,35.1190,-104.2212,Financial Maples,Financial Hybrid,A,BBB,CAD,CAD,BAC,CM,VARIABLE,VARIABLE,3.1-4.1,>25.1,3-5,3-5,0,54.0000,48.0000,6.0000,TD,TD,3000000.0000,3000000.0000,71.9600,,184.3100,101.2300,83.0800,CIBC,CIBC,3000000.0000,3000000.0000,183.5400,
BNCN 2.724 04/15/31,BNS 1.4 11/01/27,52.7825,0.2132,80.7140,27.5937,-27.9315,25.1889,56.9444,56.4460,Asset Manager,Bail In,A-,A,USD,CAD,BNCN,BNS,FIXED,FIXED,5.1-7.1,2.1-3.1,3-5,3-5,0,,,,,,,,,,22.0000,18.0000,4.0000,TD,BMO,5000000.0000,5000000.0000,21.0000,
CM 4 3/8 10/28/2080,CRLETN 3.264 07/05/61,31.5090,-0.2123,231.7462,-24.8911,-200.2372,56.4002,64.0873,23.2155,Financial Hybrid,University,BBB,NR,CAD,CAD,CM,CRLETN,VARIABLE,FIXED,>25.1,>25.1,3-5,3-5,0,184.3100,101.2300,83.0800,CIBC,CIBC,3000000.0000,3000000.0000,183.5400,,,,,,,,,,
CCOCN 2.95 10/21/27,CPXCN 3.147 10/01/32,-75.1987,-0.2090,-59.3468,-98.7048,-15.8519,23.5061,22.0238,-75.2894,Other,Power Gen/Renewable,BBB-,BBB-,CAD,CAD,CCOCN,CPXCN,FIXED,FIXED,2.1-3.1,7.1-10.1,3-5,3-5,0,63.0000,53.0000,10.0000,NBF,NBF,5000000.0000,2000000.0000,58.1200,AXE,130.0000,125.0000,5.0000,TD,TD,5000000.0000,2000000.0000,131.0000,AXE
BCIMCR 1.747 07/24/30,CNQCN 2 1/2 01/17/28,-2.7242,-0.2040,8.6727,-14.2751,-11.3969,11.5509,33.5317,-2.0110,Pension,Oil & Gas,NR,BBB,CAD,CAD,BCIMCR,CNQCN,FIXED,FIXED,4.1-5.1,2.1-3.1,3-5,3-5,0,66.0000,,,NBF,,5000000.0000,,66.0000,,65.0000,60.0000,5.0000,CIBC,SCM,3000000.0000,3000000.0000,66.8300,
CCDJ 1.992 05/28/31,CIXCN 3.2 12/17/30,-134.0177,-0.2036,-97.2878,-165.4761,-36.7299,31.4584,46.2302,-138.3337,Non Major Sub Debt,Asset Manager,A-,NR,CAD,USD,CCDJ,CIXCN,VARIABLE,FIXED,5.1-7.1,5.1-7.1,3-5,3-5,0,38.0000,28.0000,10.0000,NBF,NBF,25000000.0000,5000000.0000,37.0200,AXE,,,,,,,,,
BNS 1.4 11/01/27,CIXCN 3.2 12/17/30,-150.2687,0.1986,-107.7011,-193.2602,-42.5676,42.9915,48.6111,-158.0862,Bail In,Asset Manager,A,NR,CAD,USD,BNS,CIXCN,FIXED,FIXED,2.1-3.1,5.1-7.1,3-5,3-5,0,22.0000,18.0000,4.0000,TD,BMO,5000000.0000,5000000.0000,21.0000,,,,,,,,,,
BCECN 4.05 03/17/51,CIXCN 3.2 12/17/30,-10.5281,-0.1985,43.0450,-55.2737,-53.5731,44.7456,38.6905,-19.3530,Cable/Telco,Asset Manager,BBB,NR,CAD,USD,BCECN,CIXCN,FIXED,FIXED,>25.1,5.1-7.1,3-5,3-5,0,160.0000,150.0000,10.0000,RBC,RBC,3000000.0000,5000000.0000,158.8000,AXE,,,,,,,,,
AERMON 3.441 04/26/51,ALACN 2.477 11/30/30,9.1859,0.1969,23.4990,-7.6071,-14.3130,16.7930,51.3889,9.3391,Airport,Midstream,A+,BBB-,CAD,CAD,AERMON,ALACN,FIXED,FIXED,>25.1,5.1-7.1,3-5,3-5,0,104.0000,98.0000,6.0000,TD,RBC,5000000.0000,5000000.0000,103.7400,AXE,97.0000,99.0000,-2.0000,NBF,BMO,5000000.0000,5000000.0000,91.3200,
AQNCN 2.85 07/15/31,BCECN 3.65 03/17/51,-122.7690,0.1942,-80.0460,-146.6213,-42.7231,23.8522,71.0317,-100.1733,Power Gen/Renewable,Cable/Telco,NR,BBB,CAD,USD,AQNCN,BCECN,FIXED,FIXED,5.1-7.1,>25.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
CRLETN 3.264 07/05/61,CRRUCN 2.686 03/31/28,44.6288,-0.1907,64.5890,14.1956,-19.9602,30.4332,33.5317,43.1487,University,REIT,NR,NR,CAD,CAD,CRLETN,CRRUCN,FIXED,FIXED,>25.1,2.1-3.1,3-5,3-5,0,,,,,,,,,,95.0000,,,SCM,,3000000.0000,,97.0000,
BAC 1.658 03/11/27,BCECN 4.05 03/17/51,-117.0830,0.1905,-66.7246,-142.0613,-50.3584,24.9783,64.4841,-136.5340,Financial Maples,Cable/Telco,A,BBB,USD,CAD,BAC,BCECN,VARIABLE,FIXED,1-2.1,>25.1,3-5,3-5,0,,,,,,,,,,160.0000,150.0000,10.0000,RBC,RBC,3000000.0000,5000000.0000,158.8000,AXE
BCECN 3 03/17/31,BCIMCR 1.747 07/24/30,32.4295,0.1900,41.1966,19.6985,-8.7671,12.7310,52.5794,32.2324,Cable/Telco,Pension,BBB,NR,CAD,CAD,BCECN,BCIMCR,FIXED,FIXED,5.1-7.1,4.1-5.1,3-5,3-5,0,98.0000,94.0000,4.0000,TD,RBC,10000000.0000,5000000.0000,96.1000,AXE,66.0000,,,NBF,,5000000.0000,,66.0000,
ALCTRA 1.751 02/11/31,BAMREP 3.33 08/13/50,-114.2444,0.1894,-107.4239,-126.3187,-6.8205,12.0743,44.2460,-116.8473,Utility,Power Gen/Renewable,A-,BBB+,CAD,CAD,ALCTRA,BAMREP,FIXED,FIXED,5.1-7.1,>25.1,3-5,3-5,0,46.0000,41.0000,5.0000,TD,TD,3000000.0000,3000000.0000,53.9900,,160.0000,,,NBF,,5000000.0000,,160.0000,
AERMON 3.441 04/26/51,BIP 2.855 09/01/32,-7.3786,0.1888,2.8954,-25.0473,-10.2740,17.6687,52.1825,-10.2634,Airport,Infastructure,A+,BBB+,CAD,CAD,AERMON,BIP,FIXED,FIXED,>25.1,7.1-10.1,3-5,3-5,0,104.0000,98.0000,6.0000,TD,RBC,5000000.0000,5000000.0000,103.7400,AXE,112.0000,,,RBC,,5000000.0000,,110.0000,
ARXCN 3.465 03/10/31,CM 4 3/8 10/28/2080,-60.9398,0.1868,-13.6624,-240.2529,-47.2774,179.3131,33.5317,-50.4497,Oil & Gas,Financial Hybrid,NR,BBB,CAD,CAD,ARXCN,CM,FIXED,VARIABLE,5.1-7.1,>25.1,3-5,3-5,0,112.0000,106.0000,6.0000,RBC,CIBC,5000000.0000,2950000.0000,110.0000,,184.3100,101.2300,83.0800,CIBC,CIBC,3000000.0000,3000000.0000,183.5400,
CNQCN 2 1/2 01/17/28,CRLETN 3.264 07/05/61,-73.0994,0.1854,-49.4831,-91.5186,-23.6163,18.4193,70.0397,-71.1200,Oil & Gas,University,BBB,NR,CAD,CAD,CNQCN,CRLETN,FIXED,FIXED,2.1-3.1,>25.1,3-5,3-5,0,65.0000,60.0000,5.0000,CIBC,SCM,3000000.0000,3000000.0000,66.8300,,,,,,,,,,
AQNCN 2.85 07/15/31,BMO 4.3 11/26/2080,-190.6083,0.1852,-118.5190,-405.9663,-72.0893,215.3580,44.6429,-185.2267,Power Gen/Renewable,Financial Hybrid,NR,BBB-,CAD,CAD,AQNCN,BMO,FIXED,VARIABLE,5.1-7.1,>25.1,3-5,3-5,0,,,,,,,,,,183.0000,123.1200,59.8800,NBF,CIBC,3000000.0000,3000000.0000,184.1100,
BAC 1.197 10/24/26,CM 2.01 07/21/30,15.7696,0.1845,85.9516,-7.3334,-70.1820,23.1030,67.2619,-11.8994,Financial Maples,NVCC Sub Debt,A,BBB+,USD,CAD,BAC,CM,VARIABLE,VARIABLE,1-2.1,4.1-5.1,3-5,3-5,1,,,,,,,,,,16.0000,15.0000,1.0000,NBF,BMO,10000000.0000,5000000.0000,15.9300,
BCECN 4.05 03/17/51,CIXCN 4.1 06/15/51,1.2150,-0.1839,29.5720,-30.8988,-28.3570,32.1138,43.4524,17.9192,Cable/Telco,Asset Manager,BBB,NR,CAD,USD,BCECN,CIXCN,FIXED,FIXED,>25.1,>25.1,3-5,3-5,0,160.0000,150.0000,10.0000,RBC,RBC,3000000.0000,5000000.0000,158.8000,AXE,,,,,,,,,
BAC 1.978 09/15/27,BAC 2.087 06/14/29,-7.9490,0.1838,7.5345,-40.1602,-15.4835,32.2112,47.8175,-12.5780,Financial Maples,Financial Maples,A,A,CAD,USD,BAC,BAC,VARIABLE,VARIABLE,2.1-3.1,3.1-4.1,3-5,3-5,0,53.0000,48.0000,5.0000,TD,TD,5000000.0000,5000000.0000,55.3500,,,,,,,,,,
BNS 2.15 08/01/31,CPXCN 3.147 10/01/32,-73.1723,-0.1834,-46.3257,-103.7265,-26.8465,30.5542,24.0079,-69.5035,Bail In,Power Gen/Renewable,A,BBB-,USD,CAD,BNS,CPXCN,FIXED,FIXED,5.1-7.1,7.1-10.1,3-5,3-5,0,,,,,,,,,,130.0000,125.0000,5.0000,TD,TD,5000000.0000,2000000.0000,131.0000,AXE
CM 4 3/8 10/28/2080,CPXCN 3.147 10/01/32,39.0378,-0.1823,227.9620,-30.7458,-188.9243,69.7835,64.4841,26.7839,Financial Hybrid,Power Gen/Renewable,BBB,BBB-,CAD,CAD,CM,CPXCN,VARIABLE,FIXED,>25.1,7.1-10.1,3-5,3-5,0,184.3100,101.2300,83.0800,CIBC,CIBC,3000000.0000,3000000.0000,183.5400,,130.0000,125.0000,5.0000,TD,TD,5000000.0000,2000000.0000,131.0000,AXE
BAC 1.197 10/24/26,BCECN 2.2 05/29/28,-6.5838,0.1815,54.8866,-41.4887,-61.4704,34.9048,61.7063,-35.1878,Financial Maples,Cable/Telco,A,BBB,USD,CAD,BAC,BCECN,VARIABLE,FIXED,1-2.1,2.1-3.1,3-5,3-5,0,,,,,,,,,,51.0000,,,CIBC,,3000000.0000,,49.0000,
BMO 4.3 11/26/2080,CRRUCN 2.686 03/31/28,80.4300,-0.1813,257.3416,37.9943,-176.9116,42.4357,63.6905,93.9906,Financial Hybrid,REIT,BBB-,NR,CAD,CAD,BMO,CRRUCN,VARIABLE,FIXED,>25.1,2.1-3.1,3-5,3-5,0,183.0000,123.1200,59.8800,NBF,CIBC,3000000.0000,3000000.0000,184.1100,,95.0000,,,SCM,,3000000.0000,,97.0000,
AERMON 3.441 04/26/51,CRRUCN 2.686 03/31/28,8.5497,-0.1779,21.0937,-13.3807,-12.5440,21.9304,29.9603,9.1382,Airport,REIT,A+,NR,CAD,CAD,AERMON,CRRUCN,FIXED,FIXED,>25.1,2.1-3.1,3-5,3-5,0,104.0000,98.0000,6.0000,TD,RBC,5000000.0000,5000000.0000,103.7400,AXE,95.0000,,,SCM,,3000000.0000,,97.0000,
ALCTRA 1.751 02/11/31,CCOCN 2.95 10/21/27,-10.8667,0.1761,2.2061,-35.3007,-13.0728,24.4340,49.0079,-14.4315,Utility,Other,A-,BBB-,CAD,CAD,ALCTRA,CCOCN,FIXED,FIXED,5.1-7.1,2.1-3.1,3-5,3-5,0,46.0000,41.0000,5.0000,TD,TD,3000000.0000,3000000.0000,53.9900,,63.0000,53.0000,10.0000,NBF,NBF,5000000.0000,2000000.0000,58.1200,AXE
BAC 1.658 03/11/27,CCDJ 1.992 05/28/31,6.4067,0.1756,47.0829,-20.5163,-40.6762,26.9230,59.3254,-17.5532,Financial Maples,Non Major Sub Debt,A,A-,USD,CAD,BAC,CCDJ,VARIABLE,VARIABLE,1-2.1,5.1-7.1,3-5,3-5,0,,,,,,,,,,38.0000,28.0000,10.0000,NBF,NBF,25000000.0000,5000000.0000,37.0200,AXE
BNS 1.4 11/01/27,CM 4 3/8 10/28/2080,-151.5376,0.1754,-99.0560,-334.3802,-52.4815,182.8427,35.9127,-142.4607,Bail In,Financial Hybrid,A,BBB,CAD,CAD,BNS,CM,FIXED,VARIABLE,2.1-3.1,>25.1,3-5,3-5,0,22.0000,18.0000,4.0000,TD,BMO,5000000.0000,5000000.0000,21.0000,,184.3100,101.2300,83.0800,CIBC,CIBC,3000000.0000,3000000.0000,183.5400,
BAC 1.978 09/15/27,CRLETN 3.264 07/05/61,-85.1089,0.1731,-61.7965,-99.3939,-23.3124,14.2850,56.5476,-81.8874,Financial Maples,University,A,NR,CAD,CAD,BAC,CRLETN,VARIABLE,FIXED,2.1-3.1,>25.1,3-5,3-5,0,53.0000,48.0000,5.0000,TD,TD,5000000.0000,5000000.0000,55.3500,,,,,,,,,,
ALTALK 1.509 09/11/30,BCECN 2.2 05/29/28,-7.7941,-0.1730,16.8628,-20.2957,-24.6570,12.5015,35.9127,-17.6639,Utility,Cable/Telco,A-,BBB,CAD,CAD,ALTALK,BCECN,FIXED,FIXED,5.1-7.1,2.1-3.1,3-5,3-5,0,36.0000,26.0000,10.0000,RBC,RBC,3000000.0000,3000000.0000,33.0600,,51.0000,,,CIBC,,3000000.0000,,49.0000,
BAC 1.734 07/22/27,BCECN 3.65 03/17/51,-54.1237,-0.1724,-0.4708,-71.2868,-53.6529,17.1631,47.0238,-66.4399,Financial Maples,Cable/Telco,A,BBB,USD,USD,BAC,BCECN,VARIABLE,FIXED,1-2.1,>25.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
BAC 1.734 07/22/27,CNQCN 2 1/2 01/17/28,-13.0623,-0.1707,25.1372,-28.0227,-38.1995,14.9604,41.4683,-29.5314,Financial Maples,Oil & Gas,A,BBB,USD,CAD,BAC,CNQCN,VARIABLE,FIXED,1-2.1,2.1-3.1,3-5,3-5,0,,,,,,,,,,65.0000,60.0000,5.0000,CIBC,SCM,3000000.0000,3000000.0000,66.8300,
BAC 1.978 09/15/27,CRRUCN 2.686 03/31/28,-40.4800,-0.1696,-30.4604,-61.4248,-10.0196,20.9448,30.7540,-38.7388,Financial Maples,REIT,A,NR,CAD,CAD,BAC,CRRUCN,VARIABLE,FIXED,2.1-3.1,2.1-3.1,3-5,3-5,0,53.0000,48.0000,5.0000,TD,TD,5000000.0000,5000000.0000,55.3500,,95.0000,,,SCM,,3000000.0000,,97.0000,
BAC 1.197 10/24/26,BNS 1.4 11/01/27,19.3100,-0.1692,81.8610,-5.7108,-62.5510,25.0208,45.8333,-0.1713,Financial Maples,Bail In,A,A,USD,CAD,BAC,BNS,VARIABLE,FIXED,1-2.1,2.1-3.1,3-5,3-5,0,,,,,,,,,,22.0000,18.0000,4.0000,TD,BMO,5000000.0000,5000000.0000,21.0000,
