Security,Bid Spread,Ask Spread,Bid Size,Ask Size,DoD,WoW,MTD,QTD,YTD,1YR,DoD Chg Bid Size,DoD Chg Ask Size,MTD Chg Bid Size,MTD Chg Ask Size,Best Bid,Best Offer,Bid/Offer,Dealer @ Best Bid,Dealer @ Best Offer,Size @ Best Bid,Size @ Best Offer,CUSIP,G Spread,Keyword
MCAPCO 3.384 11/26/27,140.0,130.0,1000000.0,0.0,0.0,-5.0,0.0,0.0,,,0.0,0.0,0.0,0.0,128.0,,,CIBC,,3000000.0,,55279QAE0,138.3,
MCAPCO 4.816 03/04/30,210.0,200.0,1000000.0,0.0,0.0,-5.0,0.0,0.0,,,0.0,0.0,0.0,0.0,198.0,188.0,10.0,TD,TD,3000000.0,3000000.0,55279QAF7,209.9,
CNRCN 5.1 05/02/54,116.0,111.0,5000000.0,2000000.0,0.0,-3.0,0.0,0.0,,,0.0,0.0,0.0,0.0,113.0,108.0,5.0,NBF,NBF,5000000.0,2000000.0,136375DM1,115.0,
MGCN 4.95 01/31/31,126.0,116.0,3000000.0,1000000.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,120.0,,,NBF,,5000000.0,,559222AW4,127.1,AXE
PPLCN 3.71 08/11/26,63.0,58.0,5000000.0,1000000.0,0.0,0.0,0.0,0.0,-41.0,-41.0,0.0,0.0,0.0,0.0,61.0,56.0,5.0,NBF,NBF,10000000.0,2000000.0,70632ZAG6,62.96,
CP 2.54 02/28/28,46.0,41.0,3000000.0,1000000.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,40.0,35.0,5.0,NBF,NBF,3000000.0,3000000.0,13645RBC7,46.0,
GIBACN 3.987 09/07/27,72.0,67.0,3000000.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,57.0,53.0,4.0,TD,NBF,3000000.0,5000000.0,12532HAH7,71.9,
PMZUCN 4.835 06/25/33,167.0,163.0,5000000.0,3000000.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,165.0,162.0,3.0,CIBC,SCM,3000000.0,3000000.0,74167KAJ8,167.0,
RCICN 3 1/4 05/01/29,90.0,85.0,5000000.0,3000000.0,0.0,-3.0,0.0,0.0,-58.0,-58.0,0.0,0.0,0.0,0.0,85.0,80.0,5.0,RBC,RBC,10000000.0,5000000.0,775109BJ9,89.0,
RCICN 3 1/4 05/01/29,89.0,84.0,5000000.0,0.0,0.0,-3.0,0.0,0.0,,,0.0,0.0,0.0,0.0,85.0,80.0,5.0,RBC,RBC,10000000.0,5000000.0,775109BJ9,87.5,AXE
EQBCN 1.876 11/26/25,59.0,53.0,5000000.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,47.0,46.0,1.0,CIBC,BMO,5000000.0,2000000.0,29446NAG5,63.82,
RCICN 6.56 03/22/41,160.0,155.0,3000000.0,3000000.0,0.0,-7.0,0.0,0.0,-79.0,-79.0,0.0,0.0,0.0,0.0,159.0,154.0,5.0,NBF,RBC,3000000.0,2000000.0,775109AT8,172.0,
NACN 1.926 04/16/26,16.0,10.0,10000000.0,1000000.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,12.0,14.0,-2.0,NBF,BMO,25000000.0,2000000.0,136765BQ6,13.55,
EQBCN 3.362 03/02/26,68.0,58.0,2000000.0,2000000.0,0.0,-5.0,0.0,0.0,,,0.0,0.0,0.0,0.0,61.0,56.0,5.0,RBC,SCM,5000000.0,18553000.0,29446NAK6,65.0,
RCICN 6.11 08/25/40,160.0,155.0,3000000.0,3000000.0,0.0,-7.0,0.0,0.0,-79.0,-79.0,0.0,0.0,0.0,0.0,159.0,154.0,5.0,NBF,RBC,3000000.0,2000000.0,775109AQ4,174.0,
NACN 1.926 04/16/26,12.0,4.0,25000000.0,0.0,0.0,-1.0,0.0,0.0,-93.0,-93.0,0.0,0.0,0.0,0.0,12.0,14.0,-2.0,NBF,BMO,25000000.0,2000000.0,136765BQ6,10.01,AXE
NACN 1.926 04/16/26,19.0,14.0,10000000.0,2000000.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,12.0,14.0,-2.0,NBF,BMO,25000000.0,2000000.0,136765BQ6,16.0,
REIUCN 4.671 03/01/32,156.0,151.0,3000000.0,1000000.0,0.0,-2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,153.0,150.0,3.0,SCM,BMO,3000000.0,2000000.0,766910BU6,154.0,
DE 2.58 10/16/26,40.0,36.0,10000000.0,1000000.0,0.0,0.0,0.0,0.0,-19.0,-19.0,0.0,0.0,0.0,0.0,33.0,28.0,5.0,TD,TD,3000000.0,3000000.0,47788ZAF8,40.0,
EQBCN 3.362 03/02/26,67.0,59.0,5000000.0,5000000.0,0.0,0.0,0.0,0.0,-94.0,-94.0,0.0,0.0,0.0,0.0,61.0,56.0,5.0,RBC,SCM,5000000.0,18553000.0,29446NAK6,64.56,
NACN 1.818 12/16/27,29.0,19.0,5000000.0,2000000.0,0.0,-2.0,0.0,0.0,-93.0,-93.0,0.0,0.0,0.0,0.0,28.0,19.0,9.0,BMO,SCM,3000000.0,2000000.0,136765BN3,26.9,
REIUCN Float 03/01/27,104.0,96.0,3000000.0,0.0,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,90.0,,,CIBC,,2000000.0,,766910BT9,,
REIUCN 4.004 03/01/28,95.0,90.0,5000000.0,1000000.0,0.0,-2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,92.0,87.0,5.0,SCM,SCM,3000000.0,7000000.0,766910BS1,95.0,
EQBCN 3.362 03/02/26,61.0,55.0,5000000.0,1000000.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,61.0,56.0,5.0,RBC,SCM,5000000.0,18553000.0,29446NAK6,58.52,
FTTCN 4.445 05/16/28,78.0,73.0,5000000.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,72.0,,,TD,,5000000.0,,318071AG2,76.8,AXE
RCICN 3.65 03/31/27,73.0,68.0,5000000.0,5000000.0,0.0,0.0,0.0,0.0,-37.0,-37.0,0.0,0.0,0.0,0.0,67.0,63.0,4.0,RBC,NBF,5000000.0,10000000.0,775109BK6,73.0,
FTTCN 4.778 02/13/29,90.0,86.0,3000.0,2000.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,88.0,85.0,3.0,RBC,SCM,50000000.0,3000000.0,318071AJ6,87.0,
RCICN 3.65 03/31/27,70.0,67.0,10000000.0,10000000.0,0.0,-3.0,0.0,0.0,-40.0,-40.0,0.0,0.0,0.0,0.0,67.0,63.0,4.0,RBC,NBF,5000000.0,10000000.0,775109BK6,70.0,
BRUPOW 3.969 06/23/26,55.0,50.0,3000000.0,5000000.0,0.0,0.0,0.0,0.0,-34.0,-34.0,0.0,0.0,0.0,0.0,53.0,48.0,5.0,SCM,SCM,5000000.0,10000000.0,116705AB0,52.0,
RCICN 4.4 11/02/28,82.0,77.0,5000000.0,0.0,0.0,-2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,78.0,73.0,5.0,NBF,BMO,5000000.0,3000000.0,775109CP4,82.9,AXE
FTTCN 4.778 02/13/29,90.0,85.0,3000000.0,3000000.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,88.0,85.0,3.0,RBC,SCM,50000000.0,3000000.0,318071AJ6,86.4,
BIP 5.616 11/14/27,74.0,69.0,5000000.0,5000000.0,0.0,-2.0,0.0,0.0,-60.0,-60.0,0.0,0.0,0.0,0.0,72.0,67.0,5.0,TD,TD,3000000.0,3000000.0,11291ZAK3,73.0,
RCICN 3.8 03/01/27,69.0,64.0,5000000.0,5000000.0,0.0,-3.0,0.0,0.0,-41.0,-41.0,0.0,0.0,0.0,0.0,67.0,62.0,5.0,NBF,RBC,5000000.0,5000000.0,775109CM1,69.0,
BIP 5.98 02/14/33,131.0,126.0,5000000.0,2000000.0,0.0,-3.0,0.0,0.0,-65.0,-65.0,0.0,0.0,0.0,0.0,128.0,122.0,6.0,NBF,NBF,2000000.0,2000000.0,11291ZAL1,127.0,
NACN 5.261 12/20/25,21.0,16.0,5000000.0,1000000.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,15.0,11.0,4.0,CIBC,CIBC,20000000.0,5000000.0,136765BW3,20.93,
RCICN 5 1/4 04/15/52,160.0,155.0,5000000.0,5000000.0,0.0,-7.0,0.0,0.0,,,0.0,0.0,0.0,0.0,160.0,155.0,5.0,BMO,NBF,5000000.0,5000000.0,775109BX8,158.0,
NACN 5.261 12/20/25,16.0,8.0,25000000.0,0.0,0.0,-4.0,0.0,0.0,,,0.0,0.0,0.0,0.0,15.0,11.0,4.0,CIBC,CIBC,20000000.0,5000000.0,136765BW3,17.5,AXE
REIUCN 4.623 10/03/31,153.0,148.0,3000000.0,1000000.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,149.0,145.0,4.0,CIBC,SCM,2000000.0,3000000.0,766910BR3,150.0,
NACN 5.261 12/20/25,22.0,17.0,15000000.0,2000000.0,0.0,-2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,15.0,11.0,4.0,CIBC,CIBC,20000000.0,5000000.0,136765BW3,22.0,
DIRUCN 3.968 04/13/26,62.0,58.0,5000000.0,1000000.0,0.0,0.0,0.0,0.0,-64.0,-64.0,0.0,0.0,0.0,0.0,59.0,54.0,5.0,SCM,BMO,10000000.0,10000000.0,26153WAH2,58.46,
DIRUCN 3.968 04/13/26,59.0,54.0,10000000.0,2806000.0,0.0,-1.0,0.0,0.0,-59.0,-59.0,0.0,0.0,0.0,0.0,59.0,54.0,5.0,SCM,BMO,10000000.0,10000000.0,26153WAH2,57.69,AXE
BAC 1.978 09/15/27,55.0,52.0,5000000.0,15000000.0,0.0,1.0,0.0,0.0,-65.0,-65.0,0.0,0.0,0.0,0.0,53.0,48.0,5.0,TD,TD,5000000.0,5000000.0,060505FZ2,55.04,AXE
RCICN 3 3/4 04/15/29,90.0,85.0,5000000.0,3000000.0,0.0,-2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,86.0,82.0,4.0,RBC,BMO,10000000.0,5000000.0,775109BT7,89.8,
BIP 5.95 07/27/53,174.0,169.0,3000000.0,2000000.0,0.0,-2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,169.0,169.0,0.0,RBC,BMO,5000000.0,2000000.0,11291ZAN7,173.0,
BRUPOW 3.969 06/23/26,59.0,54.0,5000000.0,1000000.0,0.0,-1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,53.0,48.0,5.0,SCM,SCM,5000000.0,10000000.0,116705AB0,56.0,
BRUPOW 3.969 06/23/26,59.0,54.0,5000000.0,1000000.0,0.0,3.0,0.0,0.0,-35.0,-35.0,0.0,0.0,0.0,0.0,53.0,48.0,5.0,SCM,SCM,5000000.0,10000000.0,116705AB0,56.03,
NACN 5.146 09/02/27,40.0,35.0,5000000.0,2000000.0,0.0,-2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,38.0,33.0,5.0,NBF,BMO,15000000.0,5000000.0,136765BU7,40.0,
RCICN 4 1/4 04/15/32,120.0,115.0,2000000.0,2000000.0,0.0,-6.0,0.0,0.0,-50.0,-50.0,0.0,0.0,0.0,0.0,117.0,113.0,4.0,RBC,RBC,10000000.0,10000000.0,775109BV2,116.3,
DE 1.63 04/09/26,18.0,14.0,10000000.0,1000000.0,0.0,-1.0,0.0,0.0,-38.0,-38.0,0.0,0.0,0.0,0.0,9.0,,,NBF,,10000000.0,,47788ZAJ0,15.0,
REIUCN 5.455 03/01/31,141.0,136.0,3000000.0,1000000.0,0.0,-2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,137.0,132.0,5.0,SCM,NBF,3000000.0,3000000.0,766910BQ5,145.0,
DE 1.63 04/09/26,17.0,12.0,5000000.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,9.0,,,NBF,,10000000.0,,47788ZAJ0,13.39,
CP 4.4 01/13/36,103.0,100.0,3000000.0,5000000.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,102.0,98.0,4.0,RBC,RBC,10000000.0,5000000.0,13645RBM5,102.0,
ERAA 3.715 05/20/51,185.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,281204AB3,187.22,
RLNCE 2.68 12/01/27,75.0,70.0,2000000.0,1000000.0,0.0,-2.0,0.0,0.0,-85.0,-85.0,0.0,0.0,0.0,0.0,75.0,71.0,4.0,BMO,RBC,2000000.0,3000000.0,759480AL0,73.0,
RLNCE 3 3/4 03/15/26,62.0,57.0,5000000.0,1000000.0,0.0,0.0,0.0,0.0,-69.0,-69.0,0.0,0.0,0.0,0.0,62.0,58.0,4.0,RBC,CIBC,5000000.0,2890000.0,759480AK2,59.78,
CAECN 5.541 06/12/28,118.0,111.0,2000000.0,0.0,0.0,-6.0,0.0,0.0,,,0.0,0.0,0.0,0.0,112.0,,,NBF,,3000000.0,,124765AC2,116.1,AXE
RLNCE 3 3/4 03/15/26,63.0,59.0,5000000.0,2000000.0,0.0,0.0,0.0,0.0,-77.0,-77.0,0.0,0.0,0.0,0.0,62.0,58.0,4.0,RBC,CIBC,5000000.0,2890000.0,759480AK2,60.0,
CCLBCN 3.864 04/13/28,90.0,86.0,2000.0,1000.0,0.0,-2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,87.0,85.0,2.0,CIBC,RBC,3000000.0,3000000.0,124900AC5,91.0,
CP 4 06/13/32,82.0,79.0,5000000.0,5000000.0,0.0,0.0,0.0,0.0,,,2000000.0,2000000.0,2000000.0,2000000.0,79.0,76.0,3.0,RBC,RBC,10000000.0,10000000.0,13645RBL7,83.6,
RLNCE 2.67 08/01/28,95.0,90.0,2000000.0,2000000.0,0.0,-3.0,0.0,0.0,-100.0,-100.0,0.0,0.0,0.0,0.0,95.0,90.0,5.0,SCM,BMO,3000000.0,2000000.0,759480AM8,91.0,
CCLBCN 3.864 04/13/28,90.0,85.0,2000000.0,0.0,0.0,-7.0,0.0,0.0,,,0.0,0.0,0.0,0.0,87.0,85.0,2.0,CIBC,RBC,3000000.0,3000000.0,124900AC5,91.0,AXE
PLD 4.7 03/01/29,72.0,67.0,3000000.0,1000000.0,0.0,-3.0,0.0,0.0,,,0.0,0.0,0.0,0.0,69.0,64.0,5.0,SCM,SCM,3000000.0,3000000.0,74340XCL3,73.0,
CP 4 06/13/32,83.0,80.0,3000000.0,5000000.0,0.0,-1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,79.0,76.0,3.0,RBC,RBC,10000000.0,10000000.0,13645RBL7,85.0,
GIBACN 2.1 09/18/28,73.0,68.0,2000000.0,0.0,0.0,1.0,0.0,0.0,-36.0,-36.0,0.0,0.0,0.0,0.0,57.0,52.0,5.0,TD,TD,5000000.0,5000000.0,12532HAG9,72.5,
GIBACN 2.1 09/18/28,63.0,56.0,2000000.0,0.0,0.0,-1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,57.0,52.0,5.0,TD,TD,5000000.0,5000000.0,12532HAG9,62.5,AXE
PLD 5 1/4 01/15/31,87.0,82.0,3000000.0,1000000.0,0.0,-3.0,0.0,0.0,,,0.0,0.0,0.0,0.0,87.0,82.0,5.0,NBF,NBF,5000000.0,2000000.0,74340XCD1,88.0,
CP 2.54 02/28/28,42.0,32.0,3000000.0,0.0,0.0,-3.0,0.0,0.0,,,0.0,0.0,0.0,0.0,40.0,35.0,5.0,NBF,NBF,3000000.0,3000000.0,13645RBC7,42.0,AXE
GIBACN 3.987 09/07/27,62.0,58.0,3000.0,3000.0,0.0,-2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,57.0,53.0,4.0,TD,NBF,3000000.0,5000000.0,12532HAH7,62.0,
CP 2.54 02/28/28,42.0,37.0,5000000.0,10000000.0,0.0,-3.0,0.0,0.0,-64.0,-64.0,2000000.0,7000000.0,2000000.0,7000000.0,40.0,35.0,5.0,NBF,NBF,3000000.0,3000000.0,13645RBC7,42.04,AXE
EAGCCT 3.917 06/17/30,91.0,86.0,5000000.0,5000000.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,88.0,83.0,5.0,BMO,TD,5000000.0,3000000.0,26948ZBP6,87.41,
ONTPOW 1.17 04/22/26,16.0,11.0,5000000.0,0.0,0.0,0.0,0.0,0.0,-33.0,-33.0,0.0,0.0,0.0,0.0,13.0,,,NBF,,10000000.0,,68321ZAH4,15.61,
EQBCN 3.92 09/24/26,74.0,69.0,5000000.0,2000000.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,69.0,68.0,1.0,RBC,CIBC,5000000.0,5000000.0,29446NAN0,74.31,
RLNCE 5 1/4 05/15/31,120.0,115.0,2000000.0,1000000.0,0.0,-6.0,0.0,0.0,,,0.0,0.0,0.0,0.0,120.0,,,BMO,,2000000.0,,759480AN6,122.0,
EQBCN 3.362 03/02/26,63.0,56.0,5000000.0,18553000.0,0.0,0.0,0.0,0.0,,,0.0,138000.0,0.0,138000.0,61.0,56.0,5.0,RBC,SCM,5000000.0,18553000.0,29446NAK6,59.59,AXE
REIUCN 5.47 03/01/30,129.0,124.0,3000000.0,1000000.0,0.0,-2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,125.0,119.0,6.0,NBF,NBF,5000000.0,5000000.0,766910BN2,133.0,
DE 4.95 06/14/27,48.0,44.0,5000.0,5000.0,0.0,2.0,0.0,0.0,-22.0,-22.0,0.0,0.0,0.0,0.0,45.0,40.0,5.0,NBF,NBF,5000000.0,5000000.0,47788ZAN1,47.0,AXE
REIUCN 5.962 10/01/29,129.0,124.0,5000000.0,1000000.0,0.0,-2.0,0.0,0.0,-97.0,-97.0,0.0,0.0,0.0,0.0,123.0,118.0,5.0,SCM,SCM,3000000.0,3000000.0,766910BL6,125.0,
CTCACN 5.372 09/16/30,109.0,104.0,3000000.0,3000000.0,0.0,-1.0,0.0,0.0,-38.0,-38.0,0.0,0.0,0.0,0.0,108.0,103.0,5.0,RBC,NBF,5000000.0,3000000.0,136681AG8,108.0,
REIUCN 5.611 10/06/27,87.0,82.0,5000000.0,5000000.0,0.0,-2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,87.0,82.0,5.0,TD,TD,5000000.0,5000000.0,766910BK8,87.0,
DE 4.36 01/20/27,44.0,40.0,5000.0,2000.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,40.0,35.0,5.0,NBF,NBF,5000000.0,5000000.0,47788ZAQ4,44.0,
REIUCN 4.628 05/01/29,121.0,116.0,5000000.0,1000000.0,0.0,-2.0,0.0,0.0,-101.0,-101.0,0.0,0.0,0.0,0.0,117.0,112.0,5.0,CIBC,NBF,3000000.0,3000000.0,766910BJ1,121.0,
JPM 1.896 03/05/28,52.0,49.0,5000000.0,10000000.0,0.0,-2.0,0.0,0.0,-55.0,-55.0,0.0,0.0,0.0,0.0,52.0,48.0,4.0,SCM,CIBC,5000000.0,5000000.0,48124BAG0,52.0,AXE
DE 4.63 04/04/29,65.0,61.0,5000.0,3000.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,63.0,58.0,5.0,NBF,NBF,5000000.0,5000000.0,47788ZAR2,63.0,
DE 4.38 07/11/28,57.0,53.0,5000.0,2000.0,0.0,-1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,54.0,50.0,4.0,RBC,TD,5000000.0,5000000.0,47788ZAS0,58.0,
CP 4.8 06/13/55,119.0,116.0,3000000.0,5000000.0,0.0,-2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,118.0,114.0,4.0,RBC,RBC,10000000.0,5000000.0,13645RBN3,119.0,
REIUCN 1.974 06/15/26,38.0,33.0,5000000.0,2000000.0,0.0,-4.0,0.0,0.0,-97.0,-97.0,0.0,0.0,0.0,0.0,36.0,33.0,3.0,RBC,BMO,5000000.0,2000000.0,766910BG7,37.0,
CP 4.4 01/13/36,102.0,99.0,3000000.0,3000000.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,102.0,98.0,4.0,RBC,RBC,10000000.0,5000000.0,13645RBM5,100.2,
EQBCN 3.92 09/24/26,74.0,68.0,2000000.0,2000000.0,0.0,-2.0,0.0,0.0,,,0.0,-3000000.0,0.0,-3000000.0,69.0,68.0,1.0,RBC,CIBC,5000000.0,5000000.0,29446NAN0,73.0,
JPM 1.896 03/05/28,56.0,51.0,3000000.0,15000000.0,0.0,4.0,0.0,0.0,-52.0,-52.0,0.0,0.0,0.0,0.0,52.0,48.0,4.0,SCM,CIBC,5000000.0,5000000.0,48124BAG0,56.0,
RLNCE 4.39 04/16/32,138.0,133.0,2000000.0,1000000.0,0.0,-4.0,0.0,0.0,,,0.0,0.0,0.0,0.0,138.0,,,BMO,,2000000.0,,759480AP1,133.0,
ERAA 3.715 05/20/51,163.0,153.0,1000000.0,202000.0,0.0,-1.0,0.0,0.0,-50.0,-50.0,0.0,0.0,0.0,0.0,,,,,,,,281204AB3,162.0,
FTTCN 4.445 05/16/28,77.0,73.0,3000.0,3000.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,72.0,,,TD,,5000000.0,,318071AG2,76.0,
CNRCN 3 02/08/29,47.0,40.0,5000000.0,0.0,0.0,-3.0,0.0,0.0,-40.0,-40.0,0.0,0.0,0.0,0.0,40.0,33.0,7.0,TD,TD,5000000.0,3000000.0,136375CS9,42.4,AXE
CNRCN 3 02/08/29,47.0,42.0,3000000.0,0.0,0.0,-3.0,0.0,0.0,-42.0,-42.0,0.0,0.0,0.0,0.0,40.0,33.0,7.0,TD,TD,5000000.0,3000000.0,136375CS9,42.49,
CNRCN 3 02/08/29,53.0,48.0,3000000.0,2000000.0,0.0,0.0,0.0,0.0,-30.0,-30.0,0.0,0.0,0.0,0.0,40.0,33.0,7.0,TD,TD,5000000.0,3000000.0,136375CS9,50.0,
NYLIFE 5 1/4 06/30/26,23.0,20.0,15000000.0,5000000.0,0.0,-6.0,0.0,0.0,,,0.0,0.0,0.0,0.0,22.0,18.0,4.0,CIBC,CIBC,10000000.0,5000000.0,64953BBE7,21.0,
CM 5 12/07/26,50.0,46.0,10000000.0,20000000.0,0.0,-5.0,0.0,0.0,-53.0,-53.0,0.0,0.0,0.0,0.0,50.0,46.0,4.0,RBC,SCM,25000000.0,20000000.0,13607LSJ3,50.0,AXE
NAVCAN 3.293 03/30/48,103.0,98.0,2000000.0,1000000.0,0.0,-3.0,0.0,0.0,,,0.0,0.0,0.0,0.0,102.0,97.0,5.0,TD,BMO,5000000.0,3000000.0,62895ZAP5,105.4,AXE
NAVCAN 3.293 03/30/48,102.0,97.0,5000000.0,1000000.0,0.0,-1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,102.0,97.0,5.0,TD,BMO,5000000.0,3000000.0,62895ZAP5,104.0,
NAVCAN 3.209 09/29/50,102.0,97.0,3000000.0,1000000.0,0.0,-1.0,0.0,0.0,-19.0,-19.0,0.0,0.0,0.0,0.0,102.0,,,NBF,,5000000.0,,62895ZAQ3,102.0,
CM 1.1 01/19/26,14.0,4.0,10000000.0,0.0,0.0,0.0,0.0,0.0,-43.0,-43.0,0.0,0.0,0.0,0.0,4.0,,,NBF,,25000000.0,,13607GRU0,19.0,
NYLIFE 2 04/17/28,50.0,47.0,5000000.0,1000000.0,0.0,0.0,0.0,0.0,-57.0,-57.0,0.0,0.0,0.0,0.0,46.0,42.0,4.0,NBF,RBC,5000000.0,10000000.0,64953BAU2,49.0,
CM 7.15 07/28/2082,240.0,225.0,5000000.0,0.0,0.0,-5.0,0.0,0.0,,,0.0,0.0,0.0,0.0,234.0,211.23,22.77000000000001,RBC,CIBC,3000000.0,2000000.0,13607H3D2,239.0,AXE
NGGLN 5.221 09/16/31,109.0,99.0,2000000.0,0.0,0.0,0.0,0.0,0.0,-56.0,-56.0,0.0,0.0,0.0,0.0,99.0,,,BMO,,5000000.0,,636273AD6,109.0,
NGGLN 5.221 09/16/31,99.0,94.0,5000000.0,1000000.0,0.0,-1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,99.0,,,BMO,,5000000.0,,636273AD6,99.0,
DRSILL 5.111 02/12/29,115.0,110.0,5000000.0,3000000.0,0.0,-2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,113.0,108.0,5.0,RBC,NBF,3000000.0,2000000.0,26154EAE8,112.0,AXE
NAVCAN 3.209 09/29/50,103.0,98.0,3000000.0,0.0,0.0,-3.0,0.0,0.0,,,0.0,0.0,0.0,0.0,102.0,,,NBF,,5000000.0,,62895ZAQ3,102.4,AXE
NGGLN 2.301 06/22/29,87.0,77.0,2000000.0,0.0,0.0,0.0,0.0,0.0,-55.0,-55.0,0.0,0.0,0.0,0.0,68.0,63.0,5.0,TD,TD,3000000.0,3000000.0,636273AC8,84.0,
NGGLN 2.301 06/22/29,70.0,65.0,5000000.0,10000000.0,0.0,4.0,0.0,0.0,-77.0,-77.0,0.0,0.0,0.0,0.0,68.0,63.0,5.0,TD,TD,3000000.0,3000000.0,636273AC8,66.0,
NACN 1.573 08/18/26,23.0,18.0,10000000.0,2000000.0,0.0,1.0,0.0,0.0,-59.0,-59.0,0.0,0.0,0.0,0.0,20.0,16.0,4.0,CIBC,CIBC,30000000.0,5000000.0,63306AGJ9,23.0,
DRSILL 4.507 02/12/31,138.0,133.0,5000000.0,1000000.0,0.0,-2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,137.0,132.0,5.0,SCM,SCM,3000000.0,4000000.0,26154EAF5,137.68,
FFHCN 5.23 11/23/54,148.0,143.0,5000000.0,3000000.0,0.0,-6.0,0.0,0.0,,,0.0,0.0,0.0,0.0,148.0,143.0,5.0,TD,TD,5000000.0,3000000.0,303901BS0,148.0,
CANCOR 4.482 10/16/29,132.0,122.0,2000000.0,1500000.0,0.0,-7.0,0.0,0.0,,,0.0,0.0,0.0,0.0,132.0,,,TD,,2000000.0,,13551XAB9,132.0,
NYLIFE 5 1/4 06/30/26,26.0,21.0,5000000.0,1000000.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,22.0,18.0,4.0,CIBC,CIBC,10000000.0,5000000.0,64953BBE7,24.12,
NAVCAN 3.293 03/30/48,102.0,97.0,3000000.0,3000000.0,0.0,-1.0,0.0,0.0,-21.0,-21.0,0.0,0.0,0.0,0.0,102.0,97.0,5.0,TD,BMO,5000000.0,3000000.0,62895ZAP5,105.0,
NYLIFE 4 06/17/32,84.0,81.0,3000000.0,10000000.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,82.0,77.0,5.0,RBC,RBC,10000000.0,10000000.0,649922AA9,84.0,
NISCAN 2.103 09/22/25,115.0,90.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0,-11.0,-11.0,0.0,0.0,0.0,0.0,116.0,,,RBC,,3000000.0,,65479EAB0,115.0,
NISCAN 2.103 09/22/25,116.0,101.0,3000000.0,1000000.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,116.0,,,RBC,,3000000.0,,65479EAB0,116.13,
CCOCN 2.95 10/21/27,64.0,57.0,2000000.0,0.0,0.0,-3.0,0.0,0.0,,,0.0,0.0,0.0,0.0,63.0,53.0,10.0,NBF,NBF,5000000.0,2000000.0,13321LAL2,63.0,AXE
NAVCAN 2.063 05/29/30,25.0,15.0,5000000.0,3000000.0,0.0,-5.0,0.0,0.0,,,0.0,0.0,0.0,0.0,25.0,15.0,10.0,TD,TD,5000000.0,3000000.0,628957AG7,25.0,
