Security,Bid Spread,Ask Spread,Bid Size,Ask Size,DoD,WoW,MTD,QTD,YTD,1YR,DoD Chg Bid Size,DoD Chg Ask Size,MTD Chg Bid Size,MTD Chg Ask Size,Best Bid,Best Offer,Bid/Offer,Dealer @ Best Bid,Dealer @ Best Offer,Size @ Best Bid,Size @ Best Offer,CUSIP,G Spread,Keyword
TOYOTA 4.33 01/24/28,60.0,56.0,3000000.0,3000000.0,0.0,-7.0,0.0,0.0,-43.0,-43.0,0.0,0.0,0.0,0.0,59.0,54.0,5.0,NBF,NBF,5000000.0,5000000.0,892329BQ5,57.2,
QBRCN 3 1/8 01/15/31,113.0,108.0,5000000.0,2000000.0,0.0,-5.0,0.0,0.0,,,0.0,0.0,0.0,0.0,108.0,106.0,2.0,NBF,RBC,5000000.0,3000000.0,92660FAM6,106.0,
QBRCN 3 1/8 01/15/31,112.0,105.0,2000000.0,0.0,0.0,-5.0,0.0,0.0,,,0.0,0.0,0.0,0.0,108.0,106.0,2.0,NBF,RBC,5000000.0,3000000.0,92660FAM6,105.1,AXE
ALACN 2.075 05/30/28,75.0,70.0,5000000.0,10000000.0,0.0,-2.0,0.0,0.0,-71.0,-71.0,0.0,10000000.0,0.0,10000000.0,73.0,70.0,3.0,TD,NBF,5000000.0,10000000.0,02138ZAW3,71.79,LEAVES
DTRGR 2.46 12/15/26,58.0,55.0,5000000.0,1000000.0,0.0,-3.0,0.0,0.0,,,0.0,0.0,0.0,0.0,56.0,51.0,5.0,CIBC,RBC,5000000.0,3000000.0,233852AE2,58.1,
AERMON 3.03 04/21/50,106.0,98.0,5000000.0,5000000.0,0.0,-1.0,0.0,0.0,-27.0,-27.0,0.0,0.0,0.0,0.0,104.0,98.0,6.0,TD,RBC,5000000.0,5000000.0,007863AL7,105.81,AXE
TD 5.423 07/10/26,37.0,34.0,5000000.0,10000000.0,0.0,-3.0,0.0,0.0,-52.0,-52.0,0.0,0.0,0.0,0.0,35.0,32.0,3.0,NBF,NBF,15000000.0,20000000.0,89117GK30,36.0,
TRPCN 4.35 05/12/26,56.0,51.0,5000000.0,0.0,0.0,0.0,0.0,0.0,-26.0,-26.0,0.0,0.0,0.0,0.0,48.0,43.0,5.0,SCM,SCM,5000000.0,2000000.0,89353ZCJ5,52.73,
TOYOTA 3.73 10/02/29,75.0,71.0,3000000.0,3000000.0,0.0,-3.0,0.0,0.0,,,0.0,0.0,0.0,0.0,72.0,67.0,5.0,CIBC,CIBC,5000000.0,5000000.0,892329CA9,74.3,
GS 2.599 11/30/27,59.0,54.0,10000000.0,10000000.0,0.0,0.0,0.0,0.0,-70.0,-70.0,0.0,0.0,0.0,0.0,57.0,52.0,5.0,CIBC,TD,10000000.0,5000000.0,38141GZC1,59.0,
TD 5.423 07/10/26,37.0,33.0,25000000.0,25000000.0,0.0,-3.0,0.0,0.0,-54.0,-54.0,0.0,0.0,0.0,0.0,35.0,32.0,3.0,NBF,NBF,15000000.0,20000000.0,89117GK30,36.0,
QBRCN 3 1/8 01/15/31,117.0,112.0,5000000.0,1000000.0,0.0,1.0,0.0,0.0,-135.6,-135.6,0.0,0.0,0.0,0.0,108.0,106.0,2.0,NBF,RBC,5000000.0,3000000.0,92660FAM6,110.0,
TD 5.423 07/10/26,36.0,33.0,10000000.0,20000000.0,0.0,-5.0,0.0,0.0,-52.0,-52.0,0.0,0.0,0.0,0.0,35.0,32.0,3.0,NBF,NBF,15000000.0,20000000.0,89117GK30,36.5,AXE
TRPCN 4.35 05/12/26,54.0,49.0,5000000.0,1000000.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,48.0,43.0,5.0,SCM,SCM,5000000.0,2000000.0,89353ZCJ5,51.0,
TD 7.232 PERP,245.0,230.0,1000000.0,0.0,0.0,-20.0,0.0,0.0,,,0.0,0.0,0.0,0.0,223.0,202.0,21.0,BMO,NBF,3000000.0,2000000.0,89117GHH3,243.59,
GS 2.599 11/30/27,59.0,55.0,5000000.0,10000000.0,0.0,-1.0,0.0,0.0,-67.0,-67.0,0.0,0.0,0.0,0.0,57.0,52.0,5.0,CIBC,TD,10000000.0,5000000.0,38141GZC1,59.07,AXE
ALACN 2.477 11/30/30,104.0,99.0,5000000.0,5000000.0,0.0,-1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,97.0,99.0,-2.0,NBF,BMO,5000000.0,5000000.0,02138ZAX1,99.0,
TD 4.516 01/29/27,23.0,18.0,5000000.0,5000000.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,20.0,16.0,4.0,BMO,BMO,5000000.0,5000000.0,89117G8T7,23.0,
GRTCN 2.194 08/30/28,98.0,93.0,5000000.0,1000000.0,0.0,-3.0,0.0,0.0,,,0.0,0.0,0.0,0.0,91.0,,,RBC,,2000000.0,,387427AL1,92.59,
GRTCN 2.378 12/18/30,118.0,113.0,5000000.0,5000000.0,0.0,-1.0,0.0,0.0,-64.0,-64.0,0.0,0.0,0.0,0.0,118.0,113.0,5.0,TD,TD,5000000.0,5000000.0,387427AK3,112.0,
WTHCAR 5.145 08/20/27,90.0,85.0,2000.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,92936AAP8,89.87,
APUCN 3.113 04/08/27,129.0,119.0,3000000.0,5000000.0,0.0,-6.0,0.0,0.0,,,0.0,0.0,0.0,0.0,129.0,119.0,10.0,SCM,SCM,3000000.0,5000000.0,019456AE2,129.1,AXE
TD 1.128 12/09/25,9.0,3.0,10000000.0,15000000.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,9.0,3.0,6.0,BMO,BMO,10000000.0,15000000.0,89117FYZ6,8.0,
COAGAS 5.187 09/30/34,111.0,106.0,5000000.0,2000000.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,105.0,100.0,5.0,RBC,RBC,5000000.0,2000000.0,19046FAP7,109.0,
ETRHWY 3.14 03/06/30,46.0,41.0,3000000.0,0.0,0.0,1.0,0.0,0.0,-50.0,-50.0,0.0,0.0,0.0,0.0,46.0,,,RBC,,3000000.0,,35085ZBT2,37.0,
ETRHWY 3.14 03/06/30,52.0,42.0,2000000.0,0.0,0.0,-3.0,0.0,0.0,,,0.0,0.0,0.0,0.0,46.0,,,RBC,,3000000.0,,35085ZBT2,47.5,AXE
ALACN 2.166 03/16/27,63.0,57.0,5000000.0,0.0,0.0,-1.0,0.0,0.0,-60.0,-60.0,0.0,0.0,0.0,0.0,63.0,,,NBF,,5000000.0,,02138ZAZ6,63.0,
GRTCN 3.062 06/04/27,82.0,77.0,5000000.0,5000000.0,0.0,-2.0,0.0,0.0,-63.0,-63.0,0.0,0.0,0.0,0.0,78.0,73.0,5.0,SCM,SCM,3000000.0,3000000.0,387427AH0,81.0,
TD 2.26 01/07/27,46.0,39.0,5000000.0,0.0,0.0,-9.0,0.0,0.0,,,0.0,0.0,0.0,0.0,40.0,36.0,4.0,NBF,BMO,10000000.0,5000000.0,89117FZ44,45.8,
FORTFD 1.964 10/23/26,44.0,39.0,5000000.0,5000000.0,0.0,0.0,0.0,0.0,-72.0,-72.0,0.0,0.0,0.0,0.0,40.0,33.0,7.0,CIBC,TD,5000000.0,3000000.0,34960VAU2,43.94,
AERMON 3.36 04/24/47,108.0,100.0,2000000.0,0.0,0.0,-1.0,0.0,0.0,-27.0,-27.0,0.0,0.0,0.0,0.0,105.0,100.0,5.0,NBF,NBF,3000000.0,3000000.0,007863AK9,111.68,AXE
VANAIR 2.874 10/18/49,103.0,98.0,3000000.0,2000000.0,0.0,-4.0,0.0,0.0,-22.0,-22.0,0.0,0.0,0.0,0.0,103.0,97.0,6.0,NBF,RBC,3000000.0,5000000.0,92157WAC1,103.0,
GRTCN 3.062 06/04/27,83.0,78.0,5000000.0,1000000.0,0.0,-1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,78.0,73.0,5.0,SCM,SCM,3000000.0,3000000.0,387427AH0,81.29,
TD 4.516 01/29/27,22.0,17.0,5000000.0,1000000.0,0.0,-1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,20.0,16.0,4.0,BMO,BMO,5000000.0,5000000.0,89117G8T7,21.2,
F 7 02/10/26,145.0,135.0,2000000.0,0.0,0.0,0.0,0.0,0.0,-21.0,-21.0,0.0,0.0,0.0,0.0,109.0,99.0,10.0,CIBC,CIBC,5000000.0,5000000.0,34527ACL2,141.68,
GM 1.7 07/09/25,54.0,49.0,5000000.0,3000000.0,0.0,0.0,0.0,0.0,-60.0,-60.0,0.0,0.0,0.0,0.0,36.0,28.0,8.0,NBF,NBF,5000000.0,2000000.0,37045YAH7,53.82,
QBRCN 4.65 07/15/29,96.0,91.0,5000000.0,5000000.0,0.0,-6.0,0.0,0.0,,,0.0,0.0,0.0,0.0,93.0,88.0,5.0,RBC,RBC,5000000.0,2000000.0,92660FAR5,94.2,
ARXCN 4.409 06/17/32,122.0,119.0,3000000.0,3000000.0,0.0,-2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,121.0,116.0,5.0,NBF,NBF,5000000.0,3000000.0,00208DAD3,123.4,
QBRCN 4.65 07/15/29,97.0,92.0,5000000.0,3000000.0,0.0,-5.0,0.0,0.0,,,0.0,0.0,0.0,0.0,93.0,88.0,5.0,RBC,RBC,5000000.0,2000000.0,92660FAR5,95.0,
DRSILL Float 03/04/28,121.0,113.0,2000000.0,0.0,0.0,-1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,118.0,108.0,10.0,TD,TD,3000000.0,3000000.0,26154EAG3,,
RCICN 3 3/4 04/15/29,92.0,87.0,5000000.0,3000000.0,0.0,-3.0,0.0,0.0,-56.0,-56.0,0.0,0.0,0.0,0.0,86.0,82.0,4.0,RBC,BMO,10000000.0,5000000.0,775109BT7,92.0,
FTTCN 2.626 08/14/26,63.0,58.0,3000000.0,0.0,0.0,-4.0,0.0,0.0,-35.0,-35.0,0.0,0.0,0.0,0.0,55.0,52.0,3.0,SCM,TD,5000000.0,5000000.0,318071AF4,61.79,
CRTUCN 3.289 06/01/26,65.0,55.0,2000000.0,0.0,0.0,0.0,0.0,0.0,-87.0,-87.0,0.0,0.0,0.0,0.0,60.0,50.0,10.0,SCM,SCM,5000000.0,5886000.0,126462AD2,65.16,
PENSKE 3.7 10/01/27,72.0,65.0,5000000.0,0.0,0.0,-2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,65.0,60.0,5.0,RBC,RBC,2000000.0,5000000.0,70960AAF5,71.4,AXE
CNQCN 2 1/2 01/17/28,70.0,65.0,3000.0,1000.0,0.0,-2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,65.0,60.0,5.0,CIBC,SCM,3000000.0,3000000.0,13638ZDX0,67.0,
LBCN 3.545 04/20/27,54.0,44.0,3000000.0,3000000.0,0.0,-1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,44.0,39.0,5.0,RBC,RBC,5000000.0,5000000.0,51925DCD6,53.0,
PENSKE 5.44 12/08/25,50.0,45.0,5000000.0,1000000.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,49.0,45.0,4.0,CIBC,SCM,5000000.0,6992000.0,70960AAE8,48.79,
CNQCN 4.85 05/30/47,168.0,161.0,3000000.0,3000000.0,0.0,-1.0,0.0,0.0,-54.0,-54.0,0.0,0.0,0.0,0.0,163.0,161.0,2.0,NBF,TD,3000000.0,3000000.0,13638ZDD4,171.0,
LBCN 4.6 09/02/25,56.0,48.0,5000000.0,0.0,0.0,-3.0,0.0,0.0,-85.0,-85.0,0.0,0.0,0.0,0.0,53.0,,,CIBC,,5000000.0,,51925DCE4,55.63,
LBCN 4.6 09/02/25,60.0,54.0,5000000.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,53.0,,,CIBC,,5000000.0,,51925DCE4,60.21,
LBCN 4.192 01/23/28,114.0,104.0,0.0,0.0,0.0,-1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,113.0,102.0,11.0,TD,NBF,3000000.0,2000000.0,51925DCF1,114.77,
CNQCN 4.85 05/30/47,166.0,159.0,0.0,0.0,0.0,-2.0,0.0,0.0,-55.0,-55.0,0.0,0.0,0.0,0.0,163.0,161.0,2.0,NBF,TD,3000000.0,3000000.0,13638ZDD4,169.5,
FTTCN 2.626 08/14/26,59.0,54.0,5000000.0,1000000.0,0.0,-2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,55.0,52.0,3.0,SCM,TD,5000000.0,5000000.0,318071AF4,58.0,
DIRUCN 5.383 03/22/28,107.0,102.0,3000000.0,1000000.0,0.0,-2.0,0.0,0.0,-57.0,-57.0,0.0,0.0,0.0,0.0,103.0,98.0,5.0,BMO,BMO,5000000.0,2000000.0,26153WAJ8,103.0,
EAGCCT 5.134 06/17/28,74.0,70.0,5000000.0,1000000.0,0.0,0.0,0.0,0.0,-61.0,-61.0,0.0,0.0,0.0,0.0,69.0,64.0,5.0,CIBC,CIBC,2000000.0,2000000.0,26948ZBH4,71.32,
CCDJ 5.475 08/16/28,68.0,64.0,5000000.0,0.0,0.0,-4.0,0.0,0.0,,,0.0,0.0,0.0,0.0,64.0,61.0,3.0,CIBC,TD,5000000.0,5000000.0,31430WZM9,68.5,
CNQCN 3.42 12/01/26,58.0,51.0,5000000.0,1000000.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,53.0,48.0,5.0,CIBC,CIBC,3000000.0,8417000.0,13638ZDC6,57.0,
CNQCN 3.42 12/01/26,56.0,51.0,5000000.0,5000000.0,0.0,-2.0,0.0,0.0,-31.0,-31.0,0.0,0.0,0.0,0.0,53.0,48.0,5.0,CIBC,CIBC,3000000.0,8417000.0,13638ZDC6,54.0,
POWCN 4.81 01/31/47,120.0,113.0,3000000.0,1500000.0,0.0,-3.0,0.0,0.0,,,0.0,0.0,0.0,0.0,120.0,,,TD,,3000000.0,,739239AD3,125.0,
CNQCN 2 1/2 01/17/28,70.0,60.0,5000000.0,3000000.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,65.0,60.0,5.0,CIBC,SCM,3000000.0,3000000.0,13638ZDX0,67.2,
CNQCN 2 1/2 01/17/28,66.0,61.0,5000000.0,5000000.0,0.0,0.0,0.0,0.0,-50.0,-50.0,0.0,0.0,0.0,0.0,65.0,60.0,5.0,CIBC,SCM,3000000.0,3000000.0,13638ZDX0,67.0,
LBCN 1.603 05/06/26,41.0,35.0,5000000.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,34.0,,,NBF,,10000000.0,,51925DCA2,39.38,
CP 3.05 03/09/50,117.0,112.0,2000000.0,0.0,0.0,-2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,116.0,113.0,3.0,RBC,BMO,3000000.0,2000000.0,13645RBA1,117.0,AXE
PMZUCN 5.304 03/15/32,158.0,153.0,3000000.0,2000000.0,0.0,-3.0,0.0,0.0,,,0.0,0.0,0.0,0.0,152.0,153.0,-1.0,RBC,TD,3000000.0,2000000.0,74167KAG4,157.0,
EAGCCT 4.916 06/17/29,83.0,78.0,5000000.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,76.0,71.0,5.0,CIBC,CIBC,3000000.0,2000000.0,26948ZBL5,81.23,
GIBACN 4.147 09/05/29,88.0,83.0,3000000.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,82.0,77.0,5.0,NBF,NBF,5000000.0,5000000.0,12532HAJ3,88.7,
GIBACN 4.147 09/05/29,86.0,79.0,2000000.0,0.0,0.0,-1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,82.0,77.0,5.0,NBF,NBF,5000000.0,5000000.0,12532HAJ3,86.8,AXE
PMZUCN 4.998 03/15/30,136.0,131.0,5000000.0,3000000.0,0.0,-3.0,0.0,0.0,,,0.0,0.0,0.0,0.0,132.0,131.0,1.0,RBC,TD,3000000.0,3000000.0,74167KAF6,132.0,
CIXCN 3.904 09/27/27,162.0,152.0,1000000.0,700000.0,0.0,-3.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,125491AG5,161.0,
FTTCN 2.626 08/14/26,55.0,48.0,5000000.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,55.0,52.0,3.0,SCM,TD,5000000.0,5000000.0,318071AF4,53.5,AXE
FRHYDR 3.357 05/15/33,72.0,67.0,2000000.0,0.0,0.0,0.0,0.0,0.0,-15.0,-15.0,0.0,0.0,0.0,0.0,72.0,,,RBC,,2000000.0,,30324RAA4,75.36,
PMZUCN 6.374 06/30/29,135.0,130.0,5000000.0,1000000.0,0.0,-3.0,0.0,0.0,-105.0,-105.0,0.0,0.0,0.0,0.0,129.0,124.0,5.0,CIBC,NBF,3000000.0,3000000.0,74167KAD1,133.0,
CP 3.15 03/13/29,53.0,43.0,3000000.0,0.0,0.0,-3.0,0.0,0.0,,,0.0,0.0,0.0,0.0,53.0,50.0,3.0,SCM,RBC,3000000.0,2000000.0,13645RAZ7,52.8,AXE
CP 3.15 03/13/29,55.0,50.0,2000000.0,2000000.0,0.0,-3.0,0.0,0.0,-54.0,-54.0,0.0,0.0,0.0,0.0,53.0,50.0,3.0,SCM,RBC,3000000.0,2000000.0,13645RAZ7,49.7,
CIXCN 6 09/20/27,190.0,180.0,2000000.0,1000000.0,0.0,-7.0,0.0,0.0,,,0.0,0.0,0.0,0.0,190.0,187.0,3.0,RBC,TD,2000000.0,2000000.0,125491AU4,189.85,
PMZUCN 4.727 03/30/27,85.0,80.0,5000000.0,5000000.0,0.0,-3.0,0.0,0.0,,,0.0,0.0,0.0,0.0,85.0,80.0,5.0,TD,TD,5000000.0,5000000.0,74167KAB5,85.0,
CIXCN 4 3/4 04/03/28,200.0,190.0,2000000.0,2000000.0,0.0,-7.0,0.0,0.0,,,0.0,0.0,0.0,0.0,197.0,190.0,7.0,TD,CIBC,5000000.0,2000000.0,125491AW0,199.09,
LBCN 1.603 05/06/26,34.0,26.0,10000000.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,34.0,,,NBF,,10000000.0,,51925DCA2,32.84,
CRTUCN 3.289 06/01/26,61.0,56.0,10000000.0,1000000.0,0.0,-4.0,0.0,0.0,-76.0,-76.0,0.0,0.0,0.0,0.0,60.0,50.0,10.0,SCM,SCM,5000000.0,5886000.0,126462AD2,58.0,
POWCN 4.455 07/27/48,120.0,113.0,3000000.0,2000000.0,0.0,-3.0,0.0,0.0,,,0.0,0.0,0.0,0.0,120.0,113.0,7.0,TD,TD,3000000.0,2000000.0,739239AE1,122.0,
CP 3.05 03/09/50,118.0,113.0,5000000.0,2000000.0,0.0,-2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,116.0,113.0,3.0,RBC,BMO,3000000.0,2000000.0,13645RBA1,118.0,
GIBACN 4.147 09/05/29,86.0,82.0,3000.0,2000.0,0.0,-1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,82.0,77.0,5.0,NBF,NBF,5000000.0,5000000.0,12532HAJ3,86.0,
LCN 4.488 12/11/28,65.0,60.0,5000000.0,1000000.0,0.0,-4.0,0.0,0.0,-39.0,-39.0,0.0,0.0,0.0,0.0,57.0,59.0,-2.0,NBF,BMO,5000000.0,2000000.0,539481AM3,65.0,
LCN 2.284 05/07/30,30.0,20.0,3000000.0,3000000.0,0.0,-1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,30.0,20.0,10.0,TD,TD,3000000.0,3000000.0,539481AN1,31.0,
CNRCN 4.15 05/10/30,57.0,53.0,3000000.0,2000000.0,0.0,-3.0,0.0,0.0,-47.0,-47.0,0.0,0.0,0.0,0.0,57.0,53.0,4.0,TD,RBC,5000000.0,2000000.0,136375DF6,59.88,
MFCCN 1.337 02/26/26,11.0,3.0,10000000.0,0.0,0.0,-2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,11.0,16.0,-5.0,NBF,BMO,10000000.0,2000000.0,565018DF2,8.62,AXE
MFCCN 1.337 02/26/26,18.0,13.0,5000000.0,1000000.0,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,11.0,16.0,-5.0,NBF,BMO,10000000.0,2000000.0,565018DF2,14.62,
MFCCN 1.536 09/14/26,24.0,19.0,10000000.0,5000000.0,0.0,-1.0,0.0,0.0,-56.0,-56.0,0.0,0.0,0.0,0.0,24.0,19.0,5.0,BMO,BMO,10000000.0,5000000.0,565018DG0,24.0,
MFCCN 1.536 09/14/26,30.0,24.0,15000000.0,3000000.0,0.0,0.0,0.0,0.0,-54.0,-54.0,0.0,0.0,0.0,0.0,24.0,19.0,5.0,BMO,BMO,10000000.0,5000000.0,565018DG0,30.3,
CNRCN 4.15 05/10/30,59.0,54.0,3000000.0,3000000.0,0.0,0.0,0.0,0.0,-40.0,-40.0,0.0,0.0,0.0,0.0,57.0,53.0,4.0,TD,RBC,5000000.0,2000000.0,136375DF6,62.0,
CNRCN 4.4 05/10/33,81.0,76.0,5000000.0,5000000.0,0.0,-2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,77.0,73.0,4.0,TD,TD,5000000.0,5000000.0,136375DE9,79.5,
CNRCN 4.4 05/10/33,81.0,77.0,5000000.0,5000000.0,0.0,-1.0,0.0,0.0,-38.0,-38.0,0.0,0.0,0.0,0.0,77.0,73.0,4.0,TD,TD,5000000.0,5000000.0,136375DE9,79.47,
CNRCN 4.4 05/10/33,81.0,76.0,2000000.0,15000000.0,0.0,-1.0,0.0,0.0,-30.0,-30.0,0.0,0.0,0.0,0.0,77.0,73.0,4.0,TD,TD,5000000.0,5000000.0,136375DE9,80.0,
DRSILL 2.15 09/17/25,36.0,31.0,10000000.0,1000000.0,0.0,-7.0,0.0,0.0,-72.0,-72.0,0.0,0.0,0.0,0.0,36.0,,,NBF,,20000000.0,,26154EAA6,36.0,
MFCCN Float 08/27/27,68.0,63.0,5000000.0,0.0,0.0,3.0,0.0,0.0,,,0.0,0.0,0.0,0.0,62.0,57.0,5.0,CIBC,RBC,5000000.0,3000000.0,565018DL9,,AXE
MFCCN Float 08/27/27,62.0,57.0,5000000.0,3000000.0,0.0,-3.0,0.0,0.0,,,0.0,0.0,0.0,0.0,62.0,57.0,5.0,CIBC,RBC,5000000.0,3000000.0,565018DL9,,
MFCCN 2.818 05/13/35,75.0,65.0,5000000.0,5000000.0,0.0,0.0,0.0,0.0,-108.0,-108.0,0.0,0.0,0.0,0.0,71.0,64.0,7.0,CIBC,RBC,5000000.0,5000000.0,56501RAJ5,75.65,
ONTPOW 4.831 06/28/34,94.0,89.0,5000000.0,5000000.0,0.0,-2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,94.0,89.0,5.0,BMO,SCM,10000000.0,5000000.0,68321ZAL5,95.5,
CNRCN 3.05 02/08/50,116.0,111.0,5000000.0,2000000.0,0.0,-3.0,0.0,0.0,-34.0,-34.0,0.0,0.0,0.0,0.0,112.0,108.0,4.0,TD,RBC,5000000.0,5000000.0,136375CX8,116.0,
ONTPOW 4.922 07/19/32,85.0,82.0,3000000.0,10000000.0,0.0,0.0,0.0,0.0,-43.0,-43.0,0.0,0.0,0.0,0.0,81.0,76.0,5.0,TD,TD,5000000.0,5000000.0,68321ZAK7,86.37,
CNRCN 3.6 02/08/49,116.0,111.0,5000000.0,2000000.0,0.0,-3.0,0.0,0.0,-36.0,-36.0,0.0,0.0,0.0,0.0,114.0,109.0,5.0,RBC,RBC,10000000.0,5000000.0,136375CT7,117.0,
MFCCN 1.337 02/26/26,21.0,16.0,15000000.0,2000000.0,0.0,-1.0,0.0,0.0,-49.0,-49.0,0.0,0.0,0.0,0.0,11.0,16.0,-5.0,NBF,BMO,10000000.0,2000000.0,565018DF2,18.0,
MGCN 4.8 05/30/29,113.0,106.0,3000000.0,3000000.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,110.0,105.0,5.0,NBF,NBF,5000000.0,5000000.0,559222BB9,112.2,
CNRCN 4.15 05/10/30,59.0,54.0,5000000.0,2000000.0,0.0,-2.0,0.0,0.0,-43.0,-43.0,0.0,0.0,0.0,0.0,57.0,53.0,4.0,TD,RBC,5000000.0,2000000.0,136375DF6,61.9,AXE
CNRCN 4.7 05/10/53,116.0,111.0,5000000.0,2000000.0,0.0,-3.0,0.0,0.0,-34.0,-34.0,0.0,0.0,0.0,0.0,113.0,108.0,5.0,NBF,NBF,5000000.0,2000000.0,136375DG4,115.0,
CRTUCN 4.292 06/09/30,124.0,119.0,3000000.0,5000000.0,0.0,-1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,121.0,117.0,4.0,RBC,NBF,2000000.0,3000000.0,126462AK6,124.72,
CNQCN 3.42 12/01/26,68.0,63.0,2000000.0,1000000.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,53.0,48.0,5.0,CIBC,CIBC,3000000.0,8417000.0,13638ZDC6,67.0,
CNQCN 4.15 12/15/31,111.0,104.0,3000000.0,1000000.0,0.0,-2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,110.0,104.0,6.0,RBC,CIBC,3000000.0,3000000.0,136385BF7,110.6,AXE
LCN 5.008 09/13/32,90.0,85.0,5000000.0,5000000.0,0.0,-1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,87.0,82.0,5.0,BMO,NBF,5000000.0,3000000.0,539481AP6,90.0,AXE
DIRUCN 4.287 07/03/30,127.0,122.0,2000000.0,5000000.0,0.0,,0.0,0.0,,,0.0,5000000.0,0.0,5000000.0,126.0,122.0,4.0,CIBC,BMO,5000000.0,5000000.0,26153WAM1,127.0,AXE
DIRUCN 4.287 07/03/30,128.0,125.0,5000000.0,5000000.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,126.0,122.0,4.0,CIBC,BMO,5000000.0,5000000.0,26153WAM1,127.0,AXE
CNQCN 4.15 12/15/31,111.0,106.0,3000.0,2000.0,0.0,-1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,110.0,104.0,6.0,RBC,CIBC,3000000.0,3000000.0,136385BF7,110.0,
CNRCN 4.2 06/10/35,93.0,89.0,5000000.0,5000000.0,0.0,-2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,90.0,87.0,3.0,NBF,NBF,5000000.0,5000000.0,136375DU3,92.9,
FRHYDR 3.52 05/15/38,90.0,85.0,2000000.0,1000000.0,0.0,0.0,0.0,0.0,-13.0,-13.0,0.0,0.0,0.0,0.0,90.0,,,RBC,,2000000.0,,30324RAB2,89.54,
CNRCN 4.2 06/10/35,95.0,92.0,5000000.0,5000000.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,90.0,87.0,3.0,NBF,NBF,5000000.0,5000000.0,136375DU3,95.0,
PPLCN 3.71 08/11/26,63.0,58.0,5000000.0,1000000.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,61.0,56.0,5.0,NBF,NBF,10000000.0,2000000.0,70632ZAG6,61.0,
CNRCN 3 1/2 06/10/30,62.0,57.0,5000000.0,5000000.0,0.0,-2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,60.0,57.0,3.0,TD,NBF,5000000.0,5000000.0,136375DS8,61.8,
CNRCN 3 1/2 06/10/30,62.0,58.0,5000000.0,5000000.0,0.0,-1.0,0.0,0.0,,,-5000000.0,-5000000.0,-5000000.0,-5000000.0,60.0,57.0,3.0,TD,NBF,5000000.0,5000000.0,136375DS8,61.77,
MCAPCO 3.743 08/25/25,78.0,73.0,3000000.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,76.0,,,CIBC,,3000000.0,,55279QAD2,77.95,
